,taxi_date,km_score,total_amount_x,taxi_trip_count_x,holiday_x,weekend_x,total_amount_y,taxi_trip_count_y,holiday_y,weekend_y
0,2015-01-01,1.32427350346,14.025259447,12623,1,0,-0.511539026683,-2.22873493084,3.33707552497,-0.630377459427
1,2015-01-02,2.0195399733,13.2429936306,15700,1,1,-1.62491326542,-0.489707895052,3.33707552497,1.58200497029
2,2015-01-03,2.27641033908,13.2810106195,16950,0,1,-1.57080488541,0.216754176684,-0.298842584326,1.58200497029
3,2015-01-04,1.54742135756,13.6371658383,15292,0,0,-1.06390040698,-0.720297115267,-0.298842584326,-0.630377459427
4,2015-01-05,2.60543070019,12.7490018832,15399,0,0,-2.32799612301,-0.659823961926,-0.298842584326,-0.630377459427
5,2015-01-06,2.47559206649,12.7661304057,16441,0,0,-2.30361763778,-0.0709171789272,-0.298842584326,-0.630377459427
6,2015-01-07,2.30707989896,12.9884779493,18140,0,0,-1.98715739899,0.889306068977,-0.298842584326,-0.630377459427
7,2015-01-08,2.40304916699,13.1724211017,19297,0,0,-1.72535691761,1.54320736258,-0.298842584326,-0.630377459427
8,2015-01-09,2.41265894767,13.3172566661,18339,0,1,-1.51921703158,1.0017748308,-0.298842584326,1.58200497029
9,2015-01-10,3.30898333966,12.5975198778,18991,0,1,-2.54359567868,1.37026544741,-0.298842584326,1.58200497029
10,2015-01-11,2.37313538647,12.94763827,15260,0,0,-2.04528322513,-0.738382544304,-0.298842584326,-0.630377459427
11,2015-01-12,2.32834143173,12.9010191737,17524,0,0,-2.11163471301,0.541161560025,-0.298842584326,-0.630377459427
12,2015-01-13,1.72760883868,13.7167081041,18904,0,0,-0.950690411447,1.32109568722,-0.298842584326,-0.630377459427
13,2015-01-14,1.26790052921,14.0263723033,18356,0,0,-0.509955133459,1.01138271497,-0.298842584326,-0.630377459427
14,2015-01-15,1.13734299053,14.2653028154,18328,0,0,-0.169892879244,0.995557964566,-0.298842584326,-0.630377459427
15,2015-01-16,2.75653053115,13.6536297578,20230,0,1,-1.04046783024,2.07051065292,-0.298842584326,1.58200497029
16,2015-01-17,2.87124703177,12.8024494496,17804,0,1,-2.25192588932,0.699409064094,-0.298842584326,1.58200497029
17,2015-01-18,1.85626888135,12.8107272619,16789,1,0,-2.24014434037,0.125761861844,3.33707552497,-0.630377459427
18,2015-01-19,1.51931385527,12.9995730145,16394,1,0,-1.97136614294,-0.0974801528244,3.33707552497,-0.630377459427
19,2015-01-20,1.78350300976,13.4860882087,17708,1,0,-1.27892442738,0.645152776985,3.33707552497,-0.630377459427
20,2015-01-21,1.37363130732,13.7380070222,17943,0,0,-0.920376333723,0.777967646471,-0.298842584326,-0.630377459427
21,2015-01-22,1.77250937004,13.6294659936,18820,0,0,-1.07485935287,1.273621436,-0.298842584326,-0.630377459427
22,2015-01-23,2.71046437938,13.5499634048,19948,0,1,-1.1880128774,1.91113280954,-0.298842584326,1.58200497029
23,2015-01-24,3.7197620259,12.1030663886,17744,0,1,-3.24733571888,0.665498884651,-0.298842584326,1.58200497029
24,2015-01-25,1.5287721311,13.6130869312,15449,0,0,-1.09817115531,-0.631565479057,-0.298842584326,-0.630377459427
25,2015-01-26,4.05398153493,13.2192614404,10358,0,0,-1.65869054237,-3.50884420482,-0.298842584326,-0.630377459427
26,2015-01-27,7.71371402681,11.8893303695,3599,0,0,-3.55153944674,-7.32882591912,-0.298842584326,-0.630377459427
27,2015-01-28,1.92331823596,13.2432157915,15654,0,0,-1.6245970708,-0.515705699292,-0.298842584326,-0.630377459427
28,2015-01-29,1.01172511755,14.344050423,18087,0,0,-0.0578138955933,0.859352077135,-0.298842584326,-0.630377459427
29,2015-01-30,2.44434130318,13.7866194456,19624,0,1,-0.851187806385,1.72801784054,-0.298842584326,1.58200497029
