,bike_date,km_score,tripduration_x,bike_trip_count_x,holiday_x,weekend_x,tripduration_x,bike_trip_count_x,holiday_y,weekend_y
88,2015-03-30,0.296325400672,9.29857250439,448,0,0,9.29857250439,448,-0.298842584326,-0.630377459427
55,2015-02-25,0.295128021188,9.82807394219,319,0,0,9.82807394219,319,-0.298842584326,-0.630377459427
49,2015-02-19,0.29373996717,8.88712831688,270,0,0,8.88712831688,270,-0.298842584326,-0.630377459427
265,2015-09-23,0.290137304044,13.1456987938,820,0,0,13.1456987938,820,-0.298842584326,-0.630377459427
338,2015-12-05,0.286667685823,21.2340837981,285,0,1,21.2340837981,285,-0.298842584326,1.58200497029
76,2015-03-18,0.286082621872,10.7925005928,427,0,0,10.7925005928,427,-0.298842584326,-0.630377459427
300,2015-10-28,0.28588305239,10.9235682024,375,0,0,10.9235682024,375,-0.298842584326,-0.630377459427
289,2015-10-17,0.277654336133,18.5247028258,326,0,1,18.5247028258,326,-0.298842584326,1.58200497029
244,2015-09-02,0.268339947802,12.5142615839,744,0,0,12.5142615839,744,-0.298842584326,-0.630377459427
121,2015-05-02,0.266419734048,18.2602162391,228,0,1,18.2602162391,228,-0.298842584326,1.58200497029
173,2015-06-23,0.260357406876,13.6604174588,679,0,0,13.6604174588,679,-0.298842584326,-0.630377459427
32,2015-02-02,0.259082571782,21.8479591837,24,0,0,21.8479591837,24,-0.298842584326,-0.630377459427
360,2015-12-27,0.258228072974,14.0363121593,179,0,0,14.0363121593,179,-0.298842584326,-0.630377459427
220,2015-08-09,0.258017716025,948.638550658,336,0,0,948.638550658,336,-0.298842584326,-0.630377459427
284,2015-10-12,0.257696365188,20.9361773604,789,1,0,20.9361773604,789,3.33707552497,-0.630377459427
