,bike_date,km_score,tripduration_x,bike_trip_count_x,holiday_x,weekend_x,tripduration_x,bike_trip_count_x,holiday_y,weekend_y
94,2015-04-05,0.547698233269,21.0001803752,134,0,0,21.0001803752,134,-0.298842584326,-0.630377459427
119,2015-04-30,0.545875694516,20.1296344086,422,0,0,20.1296344086,422,-0.298842584326,-0.630377459427
245,2015-09-03,0.545102509134,18.6088485047,590,0,0,18.6088485047,590,-0.298842584326,-0.630377459427
308,2015-11-05,0.535560106539,18.1470117208,473,0,0,18.1470117208,473,-0.298842584326,-0.630377459427
287,2015-10-15,0.535078818204,18.2861935002,575,0,0,18.2861935002,575,-0.298842584326,-0.630377459427
161,2015-06-11,0.53314457064,18.3054704541,575,0,0,18.3054704541,575,-0.298842584326,-0.630377459427
189,2015-07-09,0.532781235569,21.695899421,413,0,0,21.695899421,413,-0.298842584326,-0.630377459427
279,2015-10-07,0.52566710962,24.0932478406,620,0,0,24.0932478406,620,-0.298842584326,-0.630377459427
34,2015-02-04,0.523605105038,12.3314752474,110,0,0,12.3314752474,110,-0.298842584326,-0.630377459427
229,2015-08-18,0.521503325702,18.9848689965,593,0,0,18.9848689965,593,-0.298842584326,-0.630377459427
27,2015-01-28,0.51848421225,13.4073206555,79,0,0,13.4073206555,79,-0.298842584326,-0.630377459427
112,2015-04-23,0.517531045844,19.3878094387,237,0,0,19.3878094387,237,-0.298842584326,-0.630377459427
193,2015-07-13,0.516955604238,19.4909243043,603,0,0,19.4909243043,603,-0.298842584326,-0.630377459427
301,2015-10-29,0.516016069225,18.5833143783,579,0,0,18.5833143783,579,-0.298842584326,-0.630377459427
164,2015-06-14,0.511314239948,24.6452109696,432,0,0,24.6452109696,432,-0.298842584326,-0.630377459427
11,2015-01-12,0.510036629382,12.2517060717,121,0,0,12.2517060717,121,-0.298842584326,-0.630377459427
48,2015-02-18,0.509843193791,12.3809849299,114,0,0,12.3809849299,114,-0.298842584326,-0.630377459427
252,2015-09-10,0.507912708541,14.3547143683,251,0,0,14.3547143683,251,-0.298842584326,-0.630377459427
303,2015-10-31,0.506391277885,21.2610631292,220,0,1,21.2610631292,220,-0.298842584326,1.58200497029
195,2015-07-15,0.504969518832,18.7565201258,461,0,0,18.7565201258,461,-0.298842584326,-0.630377459427
163,2015-06-13,0.504930381643,23.5763546145,413,0,1,23.5763546145,413,-0.298842584326,1.58200497029
356,2015-12-23,0.504091470188,12.1773282066,130,0,0,12.1773282066,130,-0.298842584326,-0.630377459427
117,2015-04-28,0.497704376027,21.3101806319,422,0,0,21.3101806319,422,-0.298842584326,-0.630377459427
167,2015-06-17,0.493280009248,19.7705144454,602,0,0,19.7705144454,602,-0.298842584326,-0.630377459427
322,2015-11-19,0.490000657538,12.2437867535,182,0,0,12.2437867535,182,-0.298842584326,-0.630377459427
55,2015-02-25,0.489381703068,12.4272556391,122,0,0,12.4272556391,122,-0.298842584326,-0.630377459427
343,2015-12-10,0.48495521961,20.0161536015,438,0,0,20.0161536015,438,-0.298842584326,-0.630377459427
28,2015-01-29,0.482936922509,12.3558613959,131,0,0,12.3558613959,131,-0.298842584326,-0.630377459427
73,2015-03-15,0.481044914866,19.4368546577,92,0,0,19.4368546577,92,-0.298842584326,-0.630377459427
299,2015-10-27,0.476608537183,18.2028931822,529,0,0,18.2028931822,529,-0.298842584326,-0.630377459427
6,2015-01-07,0.473937520497,12.6854478854,116,0,0,12.6854478854,116,-0.298842584326,-0.630377459427
353,2015-12-20,0.47136829254,18.7914765906,81,0,0,18.7914765906,81,-0.298842584326,-0.630377459427
264,2015-09-22,0.469473005731,22.2447793588,617,0,0,22.2447793588,617,-0.298842584326,-0.630377459427
168,2015-06-18,0.463887300863,19.1045378804,464,0,0,19.1045378804,464,-0.298842584326,-0.630377459427
179,2015-06-29,0.461245274683,18.8534506215,568,0,0,18.8534506215,568,-0.298842584326,-0.630377459427
157,2015-06-07,0.46015950602,26.2659031752,508,0,0,26.2659031752,508,-0.298842584326,-0.630377459427
188,2015-07-08,0.459661857184,18.6941636392,482,0,0,18.6941636392,482,-0.298842584326,-0.630377459427
40,2015-02-10,0.459344011569,12.6410636025,126,0,0,12.6410636025,126,-0.298842584326,-0.630377459427
192,2015-07-12,0.456992653453,23.2255896216,430,0,0,23.2255896216,430,-0.298842584326,-0.630377459427
335,2015-12-02,0.451277952834,14.6902330775,242,0,0,14.6902330775,242,-0.298842584326,-0.630377459427
172,2015-06-22,0.441388473074,22.0217823223,611,0,0,22.0217823223,611,-0.298842584326,-0.630377459427
142,2015-05-23,0.440703310084,24.8434238816,362,0,1,24.8434238816,362,-0.298842584326,1.58200497029
89,2015-03-31,0.434574609752,12.6125406684,154,0,0,12.6125406684,154,-0.298842584326,-0.630377459427
310,2015-11-07,0.423704812271,24.2771413878,270,0,1,24.2771413878,270,-0.298842584326,1.58200497029
320,2015-11-17,0.41549494025,19.2126718669,478,0,0,19.2126718669,478,-0.298842584326,-0.630377459427
21,2015-01-22,0.41486313683,12.8725801432,178,0,0,12.8725801432,178,-0.298842584326,-0.630377459427
113,2015-04-24,0.409638947844,18.696523422,269,0,1,18.696523422,269,-0.298842584326,1.58200497029
24,2015-01-25,0.409408449976,17.5877287487,80,0,0,17.5877287487,80,-0.298842584326,-0.630377459427
231,2015-08-20,0.407071256484,21.085208897,599,0,0,21.085208897,599,-0.298842584326,-0.630377459427
355,2015-12-22,0.403782643462,15.1433261183,236,0,0,15.1433261183,236,-0.298842584326,-0.630377459427
234,2015-08-23,0.400845706996,23.3899201302,443,0,0,23.3899201302,443,-0.298842584326,-0.630377459427
132,2015-05-13,0.396786605806,19.643304729,470,0,0,19.643304729,470,-0.298842584326,-0.630377459427
208,2015-07-28,0.395998065734,20.061401841,582,0,0,20.061401841,582,-0.298842584326,-0.630377459427
4,2015-01-05,0.394624025388,13.1261054422,184,0,0,13.1261054422,184,-0.298842584326,-0.630377459427
350,2015-12-17,0.393660644067,13.5827911154,205,0,0,13.5827911154,205,-0.298842584326,-0.630377459427
67,2015-03-09,0.3897891645,16.7101037129,238,0,0,16.7101037129,238,-0.298842584326,-0.630377459427
13,2015-01-14,0.388024004568,13.0164274861,154,0,0,13.0164274861,154,-0.298842584326,-0.630377459427
123,2015-05-04,0.383969217939,25.0434668645,566,0,0,25.0434668645,566,-0.298842584326,-0.630377459427
81,2015-03-23,0.376640886607,13.1584243671,172,0,0,13.1584243671,172,-0.298842584326,-0.630377459427
200,2015-07-20,0.374110136636,25.5583030194,522,0,0,25.5583030194,522,-0.298842584326,-0.630377459427
82,2015-03-24,0.372497047074,15.033534566,228,0,0,15.033534566,228,-0.298842584326,-0.630377459427
131,2015-05-12,0.371063540819,25.3057090038,493,0,0,25.3057090038,493,-0.298842584326,-0.630377459427
319,2015-11-16,0.361530213131,19.6839235058,561,0,0,19.6839235058,561,-0.298842584326,-0.630377459427
202,2015-07-22,0.35834260372,20.0886649549,572,0,0,20.0886649549,572,-0.298842584326,-0.630377459427
76,2015-03-18,0.355735224103,13.2903489368,159,0,0,13.2903489368,159,-0.298842584326,-0.630377459427
88,2015-03-30,0.355666803066,15.4382972468,228,0,0,15.4382972468,228,-0.298842584326,-0.630377459427
138,2015-05-19,0.354477587026,24.2690805039,465,0,0,24.2690805039,465,-0.298842584326,-0.630377459427
160,2015-06-10,0.349397415059,20.8896882357,584,0,0,20.8896882357,584,-0.298842584326,-0.630377459427
187,2015-07-07,0.34532780294,19.489007352,498,0,0,19.489007352,498,-0.298842584326,-0.630377459427
156,2015-06-06,0.344439218916,24.0147737975,290,0,1,24.0147737975,290,-0.298842584326,1.58200497029
14,2015-01-15,0.337199983756,13.6082053039,181,0,0,13.6082053039,181,-0.298842584326,-0.630377459427
180,2015-06-30,0.336576111202,20.5098471838,575,0,0,20.5098471838,575,-0.298842584326,-0.630377459427
175,2015-06-25,0.333825288475,23.7724842623,580,0,0,23.7724842623,580,-0.298842584326,-0.630377459427
97,2015-04-08,0.332676868455,17.0155862963,225,0,0,17.0155862963,225,-0.298842584326,-0.630377459427
272,2015-09-30,0.332081297392,23.6674764217,461,0,0,23.6674764217,461,-0.298842584326,-0.630377459427
345,2015-12-12,0.331106657155,23.7781590752,286,0,1,23.7781590752,286,-0.298842584326,1.58200497029
20,2015-01-21,0.330643694692,13.7910388961,188,0,0,13.7910388961,188,-0.298842584326,-0.630377459427
118,2015-04-29,0.318070921897,22.4500138387,456,0,0,22.4500138387,456,-0.298842584326,-0.630377459427
70,2015-03-12,0.315348538695,15.6687508144,221,0,0,15.6687508144,221,-0.298842584326,-0.630377459427
75,2015-03-17,0.315006845995,14.5203188478,206,0,0,14.5203188478,206,-0.298842584326,-0.630377459427
242,2015-08-31,0.310815986107,20.1285411502,558,0,0,20.1285411502,558,-0.298842584326,-0.630377459427
151,2015-06-01,0.30583574431,14.9870255795,212,0,0,14.9870255795,212,-0.298842584326,-0.630377459427
194,2015-07-14,0.302646250043,19.7637158089,507,0,0,19.7637158089,507,-0.298842584326,-0.630377459427
120,2015-05-01,0.291976605383,20.5664986089,380,0,1,20.5664986089,380,-0.298842584326,1.58200497029
209,2015-07-29,0.289310741139,20.0666024601,547,0,0,20.0666024601,547,-0.298842584326,-0.630377459427
130,2015-05-11,0.274439342111,20.1487241013,498,0,0,20.1487241013,498,-0.298842584326,-0.630377459427
158,2015-06-08,0.271296287388,20.4944052397,556,0,0,20.4944052397,556,-0.298842584326,-0.630377459427
298,2015-10-26,0.266541437284,22.6316378125,575,0,0,22.6316378125,575,-0.298842584326,-0.630377459427
68,2015-03-10,0.261662223452,14.7617555997,121,0,0,14.7617555997,121,-0.298842584326,-0.630377459427
146,2015-05-27,0.259500008421,20.1098405323,511,0,0,20.1098405323,511,-0.298842584326,-0.630377459427
147,2015-05-28,0.243210709029,20.2841862292,534,0,0,20.2841862292,534,-0.298842584326,-0.630377459427
41,2015-02-11,0.234397545729,14.776953097,129,0,0,14.776953097,129,-0.298842584326,-0.630377459427
321,2015-11-18,0.225330614581,21.1529193649,484,0,0,21.1529193649,484,-0.298842584326,-0.630377459427
126,2015-05-07,0.22435078991,20.4307064145,510,0,0,20.4307064145,510,-0.298842584326,-0.630377459427
12,2015-01-13,0.209837954432,14.5555836428,157,0,0,14.5555836428,157,-0.298842584326,-0.630377459427
201,2015-07-21,0.209437800037,23.3002715061,557,0,0,23.3002715061,557,-0.298842584326,-0.630377459427
124,2015-05-05,0.202382898232,23.9515591837,536,0,0,23.9515591837,536,-0.298842584326,-0.630377459427
77,2015-03-19,0.201868019477,15.400266612,193,0,0,15.400266612,193,-0.298842584326,-0.630377459427
207,2015-07-27,0.201607010642,21.1666417058,552,0,0,21.1666417058,552,-0.298842584326,-0.630377459427
181,2015-07-01,0.188537325589,20.8729442311,503,0,0,20.8729442311,503,-0.298842584326,-0.630377459427
334,2015-12-01,0.180714118835,16.6608899433,195,0,0,16.6608899433,195,-0.298842584326,-0.630377459427
312,2015-11-09,0.176992576269,22.1611784094,557,0,0,22.1611784094,557,-0.298842584326,-0.630377459427
244,2015-09-02,0.174892031891,21.2777180858,547,0,0,21.2777180858,547,-0.298842584326,-0.630377459427
106,2015-04-17,0.171346055721,20.1855911894,344,0,1,20.1855911894,344,-0.298842584326,1.58200497029
139,2015-05-20,0.152422563754,22.1714027006,490,0,0,22.1714027006,490,-0.298842584326,-0.630377459427
83,2015-03-25,0.142045623195,15.1495914208,162,0,0,15.1495914208,162,-0.298842584326,-0.630377459427
186,2015-07-06,0.14081631282,21.2294620515,534,0,0,21.2294620515,534,-0.298842584326,-0.630377459427
159,2015-06-09,0.136451912547,23.4990035101,522,0,0,23.4990035101,522,-0.298842584326,-0.630377459427
300,2015-10-28,0.134047025196,17.386776465,172,0,0,17.386776465,172,-0.298842584326,-0.630377459427
153,2015-06-03,0.130769361209,21.3055798189,533,0,0,21.3055798189,533,-0.298842584326,-0.630377459427
84,2015-03-26,0.11407352554,16.3893806486,182,0,0,16.3893806486,182,-0.298842584326,-0.630377459427
109,2015-04-20,0.110653480008,15.5190841012,169,0,0,15.5190841012,169,-0.298842584326,-0.630377459427
152,2015-06-02,0.0820397202227,16.2904164717,142,0,0,16.2904164717,142,-0.298842584326,-0.630377459427
362,2015-12-29,0.0368351885294,16.5975523543,164,0,0,16.5975523543,164,-0.298842584326,-0.630377459427
177,2015-06-27,0.0,128.381173631,156,0,1,128.381173631,156,-0.298842584326,1.58200497029
