,taxi_date,total_amount,geometry
15975154,2015-02-09,9.8,POINT (-73.97784423828125 40.75722122192383)
15976289,2015-02-09,14.69,POINT (-73.97660064697266 40.75434112548828)
15976302,2015-02-09,14.8,POINT (-73.97564697265625 40.75379180908203)
15984352,2015-02-09,12.8,POINT (-73.97541046142578 40.7558479309082)
15984360,2015-02-09,8.3,POINT (-73.97622680664062 40.75571441650391)
15984513,2015-02-09,7.3,POINT (-73.97838592529298 40.76221084594727)
15984526,2015-02-09,12.98,POINT (-73.97441101074219 40.75912475585938)
15984527,2015-02-09,12.25,POINT (-73.97508239746094 40.75577163696289)
15984642,2015-02-09,16.56,POINT (-73.97473907470702 40.7549934387207)
15985062,2015-02-09,10.3,POINT (-73.978515625 40.76155090332031)
15985304,2015-02-09,8.76,POINT (-73.97796630859375 40.75382614135742)
15985305,2015-02-09,8.8,POINT (-73.97742462158203 40.76328277587891)
15985388,2015-02-09,8.15,POINT (-73.971435546875 40.75795745849609)
15985395,2015-02-09,7.3,POINT (-73.97671508789062 40.75583648681641)
15986049,2015-02-09,6.05,POINT (-73.97925567626955 40.75559234619141)
15986340,2015-02-09,31.55,POINT (-73.98068237304686 40.75827407836913)
15986376,2015-02-09,9.36,POINT (-73.97836303710938 40.76286315917969)
15987780,2015-02-09,7.55,POINT (-73.97735595703125 40.76268005371094)
15988099,2015-02-09,11.0,POINT (-73.98072052001955 40.75994110107422)
15988145,2015-02-09,10.0,POINT (-73.9730224609375 40.75983047485352)
15988152,2015-02-09,9.95,POINT (-73.97876739501955 40.75913619995117)
15990594,2015-02-09,11.16,POINT (-73.97159576416014 40.75722885131836)
15990601,2015-02-09,14.3,POINT (-73.97864532470702 40.75735092163085)
15990974,2015-02-09,10.8,POINT (-73.97984313964845 40.76102828979492)
15991307,2015-02-09,8.3,POINT (-73.97457885742188 40.75967025756836)
15991312,2015-02-09,11.8,POINT (-73.9732666015625 40.76079177856445)
15993112,2015-02-09,4.8,POINT (-73.97853851318358 40.75896072387695)
15994190,2015-02-09,14.3,POINT (-73.98042297363281 40.75743103027344)
15994243,2015-02-09,7.3,POINT (-73.97528839111328 40.75616836547852)
15996891,2015-02-09,9.3,POINT (-73.97168731689453 40.75718688964844)
15997850,2015-02-09,7.0,POINT (-73.97467803955078 40.7598876953125)
15998254,2015-02-09,7.3,POINT (-73.97409057617188 40.76042556762695)
15998260,2015-02-09,9.35,POINT (-73.9766082763672 40.75640106201172)
15998531,2015-02-09,23.3,POINT (-73.97666931152342 40.75516510009766)
15998681,2015-02-09,7.56,POINT (-73.97283172607422 40.7591667175293)
15998685,2015-02-09,6.8,POINT (-73.97310638427734 40.75917053222656)
15998699,2015-02-09,6.36,POINT (-73.97334289550781 40.76068115234375)
15999163,2015-02-09,6.96,POINT (-73.97431945800781 40.75666427612305)
15999165,2015-02-09,13.3,POINT (-73.97484588623048 40.7562255859375)
15999208,2015-02-09,7.8,POINT (-73.97840118408203 40.7623291015625)
16000287,2015-02-09,10.3,POINT (-73.97422790527344 40.75980758666992)
16000291,2015-02-09,15.35,POINT (-73.97694396972656 40.76072311401367)
16000297,2015-02-09,13.0,POINT (-73.97806549072266 40.75772476196289)
16000302,2015-02-09,18.0,POINT (-73.97715759277344 40.75828170776367)
16001225,2015-02-09,15.95,POINT (-73.9727020263672 40.75748825073241)
16001296,2015-02-09,11.15,POINT (-73.97367095947266 40.76172637939453)
16001416,2015-02-09,5.8,POINT (-73.9757080078125 40.75496673583984)
16001429,2015-02-09,5.3,POINT (-73.97209930419923 40.7570915222168)
16001465,2015-02-09,25.55,POINT (-73.97288513183594 40.75602722167969)
16001476,2015-02-09,6.8,POINT (-73.97746276855469 40.75385665893555)
16001481,2015-02-09,5.76,POINT (-73.97701263427734 40.75612258911133)
16001556,2015-02-09,6.8,POINT (-73.97908782958984 40.75909423828125)
16001622,2015-02-09,9.3,POINT (-73.98070526123048 40.75989151000977)
16001631,2015-02-09,7.55,POINT (-73.97824096679686 40.76301956176758)
16001632,2015-02-09,11.8,POINT (-73.97637176513672 40.75680541992188)
16001670,2015-02-09,5.37,POINT (-73.97215270996094 40.75945281982422)
16001845,2015-02-09,8.15,POINT (-73.97335052490234 40.75505065917969)
16001960,2015-02-09,10.3,POINT (-73.97228240966798 40.759521484375)
16001972,2015-02-09,8.3,POINT (-73.98024749755859 40.75921630859375)
16001973,2015-02-09,22.3,POINT (-73.97643280029298 40.75504684448241)
16002799,2015-02-09,10.8,POINT (-73.9749755859375 40.75596237182617)
16002802,2015-02-09,16.8,POINT (-73.97976684570312 40.76123428344727)
16003548,2015-02-09,12.3,POINT (-73.97569274902342 40.75613403320313)
16003603,2015-02-09,12.87,POINT (-73.9785614013672 40.75578308105469)
16003727,2015-02-09,6.8,POINT (-73.97846984863281 40.75661468505859)
16003729,2015-02-09,26.16,POINT (-73.97556304931641 40.76334381103516)
16003731,2015-02-09,15.34,POINT (-73.97859954833984 40.75669097900391)
16003763,2015-02-09,12.8,POINT (-73.9779052734375 40.76118850708008)
16003855,2015-02-09,6.36,POINT (-73.97545623779298 40.75484085083008)
16003864,2015-02-09,5.3,POINT (-73.97189331054686 40.76034927368164)
16008608,2015-02-09,8.3,POINT (-73.97837829589844 40.75725936889648)
16008610,2015-02-09,52.8,POINT (-73.9742431640625 40.75825500488281)
16009220,2015-02-09,10.8,POINT (-73.97628021240234 40.75799942016602)
16009222,2015-02-09,7.56,POINT (-73.97393035888672 40.76025009155273)
16010886,2015-02-09,7.8,POINT (-73.97837829589844 40.75642776489258)
16010893,2015-02-09,16.3,POINT (-73.97611999511719 40.76028060913085)
16010895,2015-02-09,17.16,POINT (-73.974853515625 40.7607650756836)
16011546,2015-02-09,6.8,POINT (-73.97674560546875 40.75924301147461)
16012196,2015-02-09,13.3,POINT (-73.97553253173827 40.75937652587891)
16014488,2015-02-09,13.3,POINT (-73.97617340087891 40.75382995605469)
16017485,2015-02-09,13.56,POINT (-73.97457122802734 40.75613021850585)
16017491,2015-02-09,12.8,POINT (-73.97574615478516 40.76066589355469)
16017492,2015-02-09,18.8,POINT (-73.9754180908203 40.75597381591797)
16019621,2015-02-09,10.56,POINT (-73.97898864746094 40.76200866699219)
16023558,2015-02-09,10.8,POINT (-73.97566223144531 40.75468826293945)
16023559,2015-02-09,13.56,POINT (-73.97126770019531 40.75802612304688)
16023640,2015-02-09,13.5,POINT (-73.97995758056641 40.75917816162109)
16027894,2015-02-09,4.8,POINT (-73.97708129882812 40.76010131835938)
16027913,2015-02-09,11.0,POINT (-73.97305297851562 40.75641632080078)
16028437,2015-02-09,9.75,POINT (-73.97452545166014 40.75657272338867)
16028442,2015-02-09,14.6,POINT (-73.97217559814453 40.76083755493164)
16031052,2015-02-09,10.8,POINT (-73.97744750976562 40.75820159912109)
16033861,2015-02-09,8.3,POINT (-73.97756958007811 40.75815963745117)
16034146,2015-02-09,8.15,POINT (-73.9742431640625 40.76245880126953)
16034969,2015-02-09,9.8,POINT (-73.97367095947266 40.75923919677734)
16034977,2015-02-09,10.8,POINT (-73.97779846191406 40.75755310058594)
16035217,2015-02-09,10.56,POINT (-73.98012542724609 40.76018524169922)
16035510,2015-02-09,14.75,POINT (-73.97567749023438 40.75790786743164)
16035515,2015-02-09,14.3,POINT (-73.97412872314453 40.76264190673828)
16035856,2015-02-09,12.0,POINT (-73.97817230224609 40.75420379638672)
16035892,2015-02-09,23.8,POINT (-73.97621917724609 40.7557487487793)
16035893,2015-02-09,12.3,POINT (-73.97142791748048 40.75779342651367)
16035905,2015-02-09,7.56,POINT (-73.97226715087891 40.75733184814453)
16035906,2015-02-09,13.3,POINT (-73.97541046142578 40.76073837280273)
16035975,2015-02-09,10.3,POINT (-73.97877502441406 40.76241683959961)
16038007,2015-02-09,14.16,POINT (-73.97988128662109 40.76155090332031)
16038009,2015-02-09,8.8,POINT (-73.97278594970702 40.75920867919922)
16038011,2015-02-09,19.3,POINT (-73.97616577148438 40.75965118408203)
16038025,2015-02-09,11.3,POINT (-73.97336578369139 40.76004028320313)
16039101,2015-02-09,6.8,POINT (-73.9805908203125 40.76056671142577)
16039105,2015-02-09,11.3,POINT (-73.9772186279297 40.75849914550781)
16040206,2015-02-09,7.8,POINT (-73.9746551513672 40.75374603271485)
16042380,2015-02-09,19.3,POINT (-73.98020935058595 40.75766372680664)
16042699,2015-02-09,6.3,POINT (-73.97274017333984 40.75882720947266)
16043004,2015-02-09,6.3,POINT (-73.97450256347656 40.7557258605957)
16043088,2015-02-09,8.3,POINT (-73.97598266601562 40.76003265380859)
16043659,2015-02-09,15.8,POINT (-73.97892761230467 40.75641632080078)
16044003,2015-02-09,10.3,POINT (-73.97518157958984 40.7556266784668)
16044065,2015-02-09,9.5,POINT (-73.97449493408203 40.75616073608398)
16044649,2015-02-09,5.8,POINT (-73.97568511962891 40.75481033325195)
16045148,2015-02-09,13.8,POINT (-73.9749298095703 40.75754928588867)
16045170,2015-02-09,27.3,POINT (-73.97651672363281 40.75706481933594)
16045174,2015-02-09,58.13,POINT (-73.97492218017578 40.76165771484375)
16045321,2015-02-09,9.5,POINT (-73.97300720214845 40.75839614868164)
16045765,2015-02-09,42.36,POINT (-73.97814178466798 40.76182556152344)
16045806,2015-02-09,16.8,POINT (-73.97494506835938 40.75575256347656)
16045811,2015-02-09,11.76,POINT (-73.97409057617188 40.76229858398438)
16045815,2015-02-09,7.8,POINT (-73.9791259765625 40.76157760620117)
16045826,2015-02-09,5.3,POINT (-73.9740676879883 40.76171112060547)
16045831,2015-02-09,15.96,POINT (-73.98094940185547 40.75754165649415)
16046011,2015-02-09,7.8,POINT (-73.97982025146483 40.75531387329102)
16046160,2015-02-09,9.95,POINT (-73.98013305664062 40.7600212097168)
16046242,2015-02-09,11.16,POINT (-73.97516632080078 40.75495529174805)
16046288,2015-02-09,6.95,POINT (-73.97565460205078 40.75548553466797)
16046544,2015-02-09,9.3,POINT (-73.97618103027344 40.75703048706055)
16046548,2015-02-09,8.3,POINT (-73.97738647460938 40.75791168212891)
16046563,2015-02-09,7.3,POINT (-73.97350311279298 40.75644302368164)
16050020,2015-02-09,6.3,POINT (-73.97553253173827 40.75800704956055)
16050027,2015-02-09,19.4,POINT (-73.97508239746094 40.75910568237305)
16052344,2015-02-09,12.36,POINT (-73.974853515625 40.75932312011719)
16052354,2015-02-09,8.03,POINT (-73.97695159912109 40.75895690917969)
16052493,2015-02-09,9.75,POINT (-73.97354888916014 40.75728988647461)
16052500,2015-02-09,9.8,POINT (-73.97318267822266 40.76203155517577)
16052753,2015-02-09,12.96,POINT (-73.97624206542969 40.75675964355469)
16052985,2015-02-09,12.25,POINT (-73.97618103027344 40.75966644287109)
16052992,2015-02-09,5.3,POINT (-73.97600555419923 40.75642395019531)
16052997,2015-02-09,6.8,POINT (-73.97805023193358 40.75843048095703)
16053767,2015-02-09,11.44,POINT (-73.97368621826173 40.7598991394043)
16053889,2015-02-09,8.16,POINT (-73.9752655029297 40.76148986816406)
16054447,2015-02-09,16.56,POINT (-73.97595977783203 40.75902557373047)
16054846,2015-02-09,13.56,POINT (-73.9732666015625 40.76100540161133)
16054853,2015-02-09,13.8,POINT (-73.9781951904297 40.75809860229492)
16055226,2015-02-09,28.3,POINT (-73.97486877441406 40.75913619995117)
16055227,2015-02-09,6.3,POINT (-73.9713134765625 40.75778579711913)
16056328,2015-02-09,9.3,POINT (-73.97645568847656 40.75903701782227)
16057022,2015-02-09,10.56,POINT (-73.97354888916014 40.7618408203125)
16057023,2015-02-09,20.76,POINT (-73.977294921875 40.75832748413085)
16057028,2015-02-09,19.03,POINT (-73.97517395019531 40.75551605224609)
16057036,2015-02-09,19.24,POINT (-73.97750854492188 40.76247787475585)
16057276,2015-02-09,11.16,POINT (-73.97176361083984 40.7601318359375)
16057277,2015-02-09,16.56,POINT (-73.97525787353516 40.75576782226562)
16063772,2015-02-09,6.96,POINT (-73.97512817382812 40.76086044311523)
16063784,2015-02-09,15.34,POINT (-73.97186279296875 40.76007843017577)
16063788,2015-02-09,7.56,POINT (-73.97517395019531 40.76326370239258)
16063977,2015-02-09,7.8,POINT (-73.97789001464844 40.75714111328125)
16063987,2015-02-09,10.56,POINT (-73.97574615478516 40.76021194458008)
16064821,2015-02-09,12.36,POINT (-73.97142028808595 40.75767517089844)
16064826,2015-02-09,9.36,POINT (-73.97412872314453 40.76018142700195)
16064913,2015-02-09,19.7,POINT (-73.97312164306641 40.7581787109375)
16065935,2015-02-09,8.16,POINT (-73.97328186035155 40.75799179077149)
16069518,2015-02-09,13.3,POINT (-73.97750854492188 40.75593185424805)
16069526,2015-02-09,17.76,POINT (-73.97310638427734 40.75946044921875)
16069533,2015-02-09,10.56,POINT (-73.97732543945312 40.75973129272461)
16070324,2015-02-09,15.96,POINT (-73.97703552246094 40.75445556640625)
16070329,2015-02-09,7.88,POINT (-73.97764587402342 40.75833511352539)
16070335,2015-02-09,13.3,POINT (-73.97207641601562 40.75717163085938)
16070342,2015-02-09,9.49,POINT (-73.97185516357422 40.75779724121094)
16076628,2015-02-09,7.56,POINT (-73.97168731689453 40.75776290893555)
16076642,2015-02-09,9.36,POINT (-73.97482299804686 40.755859375)
16078740,2015-02-09,6.42,POINT (-73.97966003417969 40.76157379150391)
16078741,2015-02-09,9.3,POINT (-73.97690582275391 40.75570678710938)
16078783,2015-02-09,15.36,POINT (-73.9759521484375 40.7602424621582)
16078788,2015-02-09,6.8,POINT (-73.97188568115234 40.75684356689453)
16080178,2015-02-09,18.59,POINT (-73.97491455078125 40.75597763061523)
16080294,2015-02-09,10.35,POINT (-73.97457122802734 40.75900268554688)
16080374,2015-02-09,14.3,POINT (-73.97641754150391 40.75905609130859)
16081298,2015-02-09,6.8,POINT (-73.97287750244141 40.7585563659668)
16081683,2015-02-09,23.8,POINT (-73.97277069091797 40.7563591003418)
16081690,2015-02-09,5.3,POINT (-73.97325897216798 40.7612190246582)
16082051,2015-02-09,10.8,POINT (-73.97344970703125 40.7567138671875)
16082363,2015-02-09,12.8,POINT (-73.97257232666014 40.75508117675781)
16082369,2015-02-09,10.8,POINT (-73.97855377197266 40.76239013671875)
16082375,2015-02-09,6.8,POINT (-73.97840881347656 40.7628059387207)
16082379,2015-02-09,6.8,POINT (-73.97747802734375 40.75799942016602)
16083090,2015-02-09,15.3,POINT (-73.97822570800781 40.76282119750977)
16083092,2015-02-09,17.16,POINT (-73.97605895996094 40.75399398803711)
16083216,2015-02-09,8.16,POINT (-73.97589874267578 40.75492477416992)
16083341,2015-02-09,9.96,POINT (-73.97194671630859 40.76015472412109)
16083342,2015-02-09,14.1,POINT (-73.97951507568358 40.76194000244141)
16084719,2015-02-09,14.8,POINT (-73.97696685791014 40.75902938842773)
16087938,2015-02-09,8.8,POINT (-73.97165679931641 40.75734329223633)
16087940,2015-02-09,14.0,POINT (-73.97482299804686 40.76044082641602)
16088886,2015-02-09,11.52,POINT (-73.97137451171875 40.75743865966797)
16088934,2015-02-09,7.8,POINT (-73.98053741455078 40.76008605957031)
16088940,2015-02-09,9.45,POINT (-73.97587585449219 40.75448989868164)
16088947,2015-02-09,8.3,POINT (-73.97572326660156 40.75559616088867)
16089051,2015-02-09,12.85,POINT (-73.9774169921875 40.75376892089844)
16089059,2015-02-09,8.16,POINT (-73.97481536865234 40.76239776611328)
16089066,2015-02-09,17.87,POINT (-73.97463989257811 40.76188659667969)
16089368,2015-02-09,16.55,POINT (-73.97454071044923 40.76222610473633)
16089442,2015-02-09,29.63,POINT (-73.9744873046875 40.75382614135742)
16089474,2015-02-09,14.1,POINT (-73.97557830810547 40.7549934387207)
16089563,2015-02-09,22.55,POINT (-73.97740936279298 40.75582122802734)
16089837,2015-02-09,6.8,POINT (-73.9713592529297 40.7591552734375)
16089839,2015-02-09,14.75,POINT (-73.97966766357422 40.76150894165039)
16089843,2015-02-09,12.95,POINT (-73.97876739501955 40.76251602172852)
16089846,2015-02-09,9.8,POINT (-73.97996520996094 40.76135635375977)
16089848,2015-02-09,20.8,POINT (-73.97663116455078 40.75547409057617)
16089849,2015-02-09,75.0,POINT (-73.98101806640625 40.75909423828125)
16089959,2015-02-09,48.16,POINT (-73.97887420654298 40.7622299194336)
16089961,2015-02-09,8.5,POINT (-73.97261047363281 40.75934219360352)
16090056,2015-02-09,4.3,POINT (-73.97212982177734 40.75876617431641)
16091686,2015-02-09,7.3,POINT (-73.97545623779298 40.75412368774415)
16091941,2015-02-09,8.3,POINT (-73.97367095947266 40.75966262817383)
16092007,2015-02-09,11.3,POINT (-73.97887420654298 40.75887680053711)
16092287,2015-02-09,9.8,POINT (-73.97605133056641 40.75919723510742)
16092340,2015-02-09,8.15,POINT (-73.97394561767578 40.75741577148438)
16092637,2015-02-09,9.95,POINT (-73.97414398193358 40.76274490356445)
16092638,2015-02-09,9.1,POINT (-73.97152709960938 40.75839996337891)
16092650,2015-02-09,14.15,POINT (-73.97938537597656 40.75585556030273)
16092655,2015-02-09,8.8,POINT (-73.97858428955078 40.7563705444336)
16093196,2015-02-09,14.04,POINT (-73.97653961181641 40.75524139404297)
16093200,2015-02-09,6.3,POINT (-73.97252655029298 40.7590446472168)
16093687,2015-02-09,12.3,POINT (-73.9727783203125 40.75524520874024)
16093692,2015-02-09,25.56,POINT (-73.97352600097656 40.75779342651367)
16093715,2015-02-09,7.8,POINT (-73.97742462158203 40.75411987304688)
16094031,2015-02-09,6.8,POINT (-73.97193908691406 40.76006698608398)
16094040,2015-02-09,12.8,POINT (-73.97750091552734 40.75797271728516)
16094041,2015-02-09,6.8,POINT (-73.97760772705078 40.75798034667969)
16094419,2015-02-09,11.75,POINT (-73.97845458984375 40.76265716552734)
16094428,2015-02-09,6.8,POINT (-73.97934722900391 40.75561141967773)
16094509,2015-02-09,23.3,POINT (-73.97480773925781 40.75542068481445)
16094512,2015-02-09,38.3,POINT (-73.97441864013672 40.75920867919922)
16094836,2015-02-09,7.8,POINT (-73.97447967529298 40.75532150268555)
16094887,2015-02-09,6.8,POINT (-73.97956848144531 40.75632858276367)
16094889,2015-02-09,10.3,POINT (-73.97403717041014 40.76273345947266)
16104741,2015-02-09,9.36,POINT (-73.97196960449219 40.75758361816406)
16105431,2015-02-09,10.3,POINT (-73.97951507568358 40.75764083862305)
16111603,2015-02-09,4.3,POINT (-73.97579956054686 40.75566101074219)
16113443,2015-02-09,10.56,POINT (-73.97480773925781 40.7558822631836)
16113447,2015-02-09,8.19,POINT (-73.97716522216798 40.7630615234375)
16114473,2015-02-09,6.8,POINT (-73.9766845703125 40.75626754760742)
16114481,2015-02-09,5.3,POINT (-73.97522735595702 40.75833511352539)
16115855,2015-02-09,6.8,POINT (-73.97438812255859 40.75938034057617)
16116067,2015-02-09,12.8,POINT (-73.97149658203125 40.75751495361328)
16117436,2015-02-09,9.8,POINT (-73.97978973388672 40.76023101806641)
16117440,2015-02-09,10.8,POINT (-73.97633361816406 40.76070022583008)
16121722,2015-02-09,7.4,POINT (-73.97181701660156 40.75992202758789)
16121998,2015-02-09,9.8,POINT (-73.97848510742188 40.75681686401367)
16122121,2015-02-09,23.9,POINT (-73.9727783203125 40.75772094726562)
16122660,2015-02-09,6.3,POINT (-73.97846984863281 40.75751876831055)
16122705,2015-02-09,8.75,POINT (-73.97991943359375 40.76029205322266)
16124561,2015-02-09,19.2,POINT (-73.97530364990234 40.75567626953125)
16125539,2015-02-09,12.96,POINT (-73.97181701660156 40.75803756713867)
16125873,2015-02-09,15.95,POINT (-73.97162628173827 40.75840759277344)
16125884,2015-02-09,14.3,POINT (-73.97339630126955 40.75440216064453)
16126712,2015-02-09,8.16,POINT (-73.97602844238281 40.75822830200195)
16126715,2015-02-09,10.78,POINT (-73.97536468505859 40.75884246826172)
16126952,2015-02-09,7.8,POINT (-73.97814178466798 40.75387954711913)
16130888,2015-02-09,9.36,POINT (-73.98047637939453 40.76049423217773)
16133078,2015-02-09,38.63,POINT (-73.97493743896483 40.76192092895508)
16133258,2015-02-09,8.76,POINT (-73.97757720947266 40.75875091552734)
16133261,2015-02-09,14.8,POINT (-73.97441864013672 40.75634002685547)
16135469,2015-02-09,9.3,POINT (-73.97470855712891 40.76000595092773)
16136615,2015-02-09,5.8,POINT (-73.97975921630859 40.75876617431641)
16136765,2015-02-09,18.59,POINT (-73.97514343261719 40.75576019287109)
16136768,2015-02-09,10.3,POINT (-73.97650909423827 40.75537872314453)
16136861,2015-02-09,12.3,POINT (-73.97477722167969 40.76150131225585)
16137134,2015-02-09,8.3,POINT (-73.97769165039062 40.7586784362793)
16137731,2015-02-09,11.8,POINT (-73.97662353515625 40.75603103637695)
16137747,2015-02-09,12.3,POINT (-73.97915649414062 40.75580596923828)
16137911,2015-02-09,6.3,POINT (-73.97212982177734 40.76037979125977)
16137921,2015-02-09,10.8,POINT (-73.97196960449219 40.76088714599609)
16138687,2015-02-09,8.0,POINT (-73.97470092773438 40.7600975036621)
16138694,2015-02-09,13.8,POINT (-73.97385406494141 40.76034927368164)
16138708,2015-02-09,24.0,POINT (-73.97599792480467 40.75566482543945)
16138793,2015-02-09,23.15,POINT (-73.97201538085938 40.75990676879883)
16138902,2015-02-09,14.75,POINT (-73.97169494628906 40.75730133056641)
16138936,2015-02-09,13.3,POINT (-73.97383880615234 40.75435256958008)
16138946,2015-02-09,9.3,POINT (-73.97428131103516 40.75565719604492)
16138950,2015-02-09,12.85,POINT (-73.97487640380859 40.75585174560547)
16139001,2015-02-09,15.35,POINT (-73.97249603271484 40.75951385498047)
16139003,2015-02-09,17.15,POINT (-73.97908020019531 40.76203918457031)
16139118,2015-02-09,17.3,POINT (-73.97267913818358 40.75910568237305)
16139204,2015-02-09,9.8,POINT (-73.97147369384766 40.75796127319336)
16139206,2015-02-09,14.75,POINT (-73.97576141357422 40.76072692871094)
16139215,2015-02-09,6.8,POINT (-73.97975921630859 40.7590217590332)
16139305,2015-02-09,9.12,POINT (-73.97164916992188 40.75777435302734)
16139506,2015-02-09,10.35,POINT (-73.97635650634766 40.75395584106445)
16139592,2015-02-09,8.8,POINT (-73.97633361816406 40.75492477416992)
16140569,2015-02-09,11.76,POINT (-73.97419738769531 40.76260757446289)
16142310,2015-02-09,9.36,POINT (-73.97943878173827 40.7547492980957)
16142314,2015-02-09,11.16,POINT (-73.97476959228516 40.75582122802734)
16142317,2015-02-09,10.14,POINT (-73.98069000244141 40.76019668579102)
16142319,2015-02-09,14.55,POINT (-73.97483062744141 40.75540161132813)
16144049,2015-02-09,6.65,POINT (-73.97720336914062 40.75590896606445)
16148072,2015-02-09,6.3,POINT (-73.97848510742188 40.75708770751953)
16148367,2015-02-09,6.8,POINT (-73.97529602050781 40.75520324707031)
16149113,2015-02-09,5.8,POINT (-73.97263336181641 40.75639724731445)
16149366,2015-02-09,5.3,POINT (-73.97709655761719 40.76325607299805)
16149418,2015-02-09,6.36,POINT (-73.97650146484375 40.75618362426758)
16149427,2015-02-09,10.3,POINT (-73.97515869140625 40.75784683227539)
16149586,2015-02-09,4.8,POINT (-73.97396087646483 40.76261520385742)
16149852,2015-02-09,12.8,POINT (-73.97652435302734 40.76040267944336)
16150234,2015-02-09,13.3,POINT (-73.97371673583984 40.76225280761719)
16150284,2015-02-09,7.8,POINT (-73.97265625 40.75596237182617)
16154562,2015-02-09,11.3,POINT (-73.97859954833984 40.76134490966797)
16154566,2015-02-09,5.3,POINT (-73.97633361816406 40.75667572021485)
16154767,2015-02-09,11.0,POINT (-73.97686004638672 40.76208114624024)
16154771,2015-02-09,14.0,POINT (-73.9752197265625 40.75812530517577)
16154777,2015-02-09,5.8,POINT (-73.97383117675781 40.76272964477539)
16157736,2015-02-09,14.8,POINT (-73.97419738769531 40.76218032836913)
16161650,2015-02-09,7.3,POINT (-73.97521209716798 40.75836181640625)
16161655,2015-02-09,7.4,POINT (-73.97666168212891 40.75927352905273)
16162001,2015-02-09,7.8,POINT (-73.97511291503906 40.75856018066406)
16163036,2015-02-09,10.3,POINT (-73.97866058349609 40.7611198425293)
16164264,2015-02-09,7.3,POINT (-73.97433471679686 40.75677490234375)
16164344,2015-02-09,13.8,POINT (-73.97224426269531 40.75888824462891)
16164681,2015-02-09,13.39,POINT (-73.9717254638672 40.75810241699219)
16164682,2015-02-09,32.3,POINT (-73.98015594482422 40.76053619384766)
16164695,2015-02-09,12.88,POINT (-73.97368621826173 40.75786209106445)
16165357,2015-02-09,8.8,POINT (-73.97308349609375 40.75968933105469)
16165403,2015-02-09,8.3,POINT (-73.98091125488281 40.75984191894531)
16165408,2015-02-09,8.16,POINT (-73.98017883300781 40.75917816162109)
16165458,2015-02-09,15.95,POINT (-73.97347259521484 40.760498046875)
16165460,2015-02-09,11.3,POINT (-73.97702789306641 40.76104736328125)
16165476,2015-02-09,11.3,POINT (-73.97513580322266 40.75810241699219)
16166025,2015-02-09,14.8,POINT (-73.97599029541014 40.75733184814453)
16166284,2015-02-09,8.75,POINT (-73.9774169921875 40.76044845581055)
16166285,2015-02-09,10.8,POINT (-73.98039245605469 40.75799942016602)
16166482,2015-02-09,7.88,POINT (-73.97483825683594 40.76047134399415)
16168925,2015-02-09,15.2,POINT (-73.97275543212891 40.75898742675781)
16168933,2015-02-09,9.2,POINT (-73.97193908691406 40.76065826416016)
16172293,2015-02-09,12.8,POINT (-73.97488403320312 40.75525665283203)
16172307,2015-02-09,52.8,POINT (-73.97402954101562 40.76272964477539)
16173354,2015-02-09,27.2,POINT (-73.97467803955078 40.76197814941406)
16173366,2015-02-09,58.13,POINT (-73.97756958007811 40.75870895385742)
16173368,2015-02-09,8.8,POINT (-73.97524261474609 40.76108551025391)
16173489,2015-02-09,12.96,POINT (-73.97438049316406 40.75938034057617)
16173880,2015-02-09,6.8,POINT (-73.97499084472656 40.75700378417969)
16173891,2015-02-09,9.3,POINT (-73.97522735595702 40.76031112670898)
16174310,2015-02-09,11.16,POINT (-73.97473907470702 40.75600814819336)
16174314,2015-02-09,9.3,POINT (-73.97442626953125 40.75685119628906)
16175380,2015-02-09,8.8,POINT (-73.97380065917969 40.75748443603516)
16176164,2015-02-09,9.8,POINT (-73.97937774658203 40.76142883300781)
16177423,2015-02-09,14.8,POINT (-73.97535705566406 40.75771713256836)
16178450,2015-02-09,30.38,POINT (-73.97161865234375 40.75740051269531)
16178456,2015-02-09,26.8,POINT (-73.97820281982422 40.75677108764648)
16187447,2015-02-09,16.3,POINT (-73.97405242919923 40.75756454467773)
16187535,2015-02-09,6.35,POINT (-73.97149658203125 40.75751495361328)
16187541,2015-02-09,10.3,POINT (-73.97736358642578 40.75809097290039)
16187652,2015-02-09,10.3,POINT (-73.97372436523438 40.75686264038085)
16187682,2015-02-09,7.3,POINT (-73.97573089599609 40.75920486450195)
16187751,2015-02-09,7.3,POINT (-73.972412109375 40.75633239746094)
16187760,2015-02-09,8.8,POINT (-73.97193145751955 40.75732421875)
16187791,2015-02-09,20.8,POINT (-73.97458648681641 40.76155853271485)
16188217,2015-02-09,18.8,POINT (-73.97908020019531 40.75844573974609)
16189241,2015-02-09,14.75,POINT (-73.97877502441406 40.75771713256836)
16192710,2015-02-09,7.3,POINT (-73.97808074951173 40.75651168823241)
16192712,2015-02-09,8.8,POINT (-73.97604370117188 40.75439834594727)
16193478,2015-02-09,21.36,POINT (-73.98097229003906 40.75946044921875)
16193486,2015-02-09,11.8,POINT (-73.97272491455078 40.75914001464844)
16196624,2015-02-09,18.8,POINT (-73.97788238525391 40.75635147094727)
16196625,2015-02-09,6.3,POINT (-73.97545623779298 40.75812149047852)
16202702,2015-02-09,6.3,POINT (-73.97747802734375 40.75576019287109)
16205027,2015-02-09,9.0,POINT (-73.97391510009766 40.75653839111328)
16205091,2015-02-09,11.8,POINT (-73.97401428222656 40.75823593139648)
16205525,2015-02-09,9.3,POINT (-73.97194671630859 40.75714874267577)
