,taxi_date,total_amount,geometry
4008859,2015-01-27,12.3,POINT (-73.97695922851562 40.75821304321289)
4014584,2015-01-27,19.3,POINT (-73.97169494628906 40.75717544555664)
4014597,2015-01-27,9.8,POINT (-73.97515106201173 40.75876617431641)
4014887,2015-01-27,13.3,POINT (-73.97767639160156 40.7562255859375)
4014915,2015-01-27,12.0,POINT (-73.97429656982422 40.75927734375)
4014967,2015-01-27,9.3,POINT (-73.97609710693358 40.75812530517577)
4014972,2015-01-27,10.3,POINT (-73.97397613525391 40.76063537597656)
4014997,2015-01-27,17.16,POINT (-73.97306823730467 40.75962829589844)
4015006,2015-01-27,8.8,POINT (-73.97404479980467 40.75720977783203)
4015081,2015-01-27,8.76,POINT (-73.97792816162109 40.76316833496094)
4015832,2015-01-27,8.8,POINT (-73.97430419921875 40.76245498657227)
4016182,2015-01-27,7.85,POINT (-73.97535705566406 40.75636291503906)
4016562,2015-01-27,8.8,POINT (-73.98084259033203 40.76016998291016)
4016569,2015-01-27,20.3,POINT (-73.9759063720703 40.7557258605957)
4016582,2015-01-27,6.8,POINT (-73.97285461425781 40.76171875)
4016589,2015-01-27,10.1,POINT (-73.97408294677734 40.75396728515625)
4021731,2015-01-27,8.3,POINT (-73.97409820556641 40.76005554199219)
4024292,2015-01-27,13.8,POINT (-73.97923278808595 40.76115798950195)
4025338,2015-01-27,12.0,POINT (-73.97460174560547 40.75382995605469)
4026940,2015-01-27,6.3,POINT (-73.980712890625 40.75994873046875)
4026946,2015-01-27,14.69,POINT (-73.97341918945312 40.75952529907227)
4049560,2015-01-27,9.9,POINT (-73.97494506835938 40.75933074951172)
4049566,2015-01-27,10.3,POINT (-73.97943115234375 40.76190948486328)
4065486,2015-01-27,18.8,POINT (-73.97160339355469 40.75817489624024)
4065494,2015-01-27,8.8,POINT (-73.97718048095702 40.75524520874024)
4065502,2015-01-27,19.75,POINT (-73.97641754150391 40.75987243652344)
4069139,2015-01-27,6.8,POINT (-73.9754180908203 40.75476837158203)
4069143,2015-01-27,11.16,POINT (-73.97482299804686 40.75893020629883)
4069151,2015-01-27,7.3,POINT (-73.97275543212891 40.75598526000977)
4069920,2015-01-27,12.7,POINT (-73.97431945800781 40.76235961914063)
4069921,2015-01-27,11.8,POINT (-73.97414398193358 40.76259231567383)
4071181,2015-01-27,14.63,POINT (-73.97377014160156 40.75982666015625)
4071857,2015-01-27,11.05,POINT (-73.97158050537109 40.75759124755859)
4071865,2015-01-27,7.55,POINT (-73.97643280029298 40.75577926635742)
4072556,2015-01-27,8.5,POINT (-73.97897338867188 40.75727844238281)
4072560,2015-01-27,9.3,POINT (-73.98036193847656 40.75576019287109)
4073848,2015-01-27,12.95,POINT (-73.97555541992188 40.75771713256836)
4073865,2015-01-27,7.8,POINT (-73.97462463378906 40.76232528686523)
4083723,2015-01-27,9.3,POINT (-73.97162628173827 40.75725173950195)
4089695,2015-01-27,12.3,POINT (-73.97221374511719 40.75729370117188)
4089698,2015-01-27,19.56,POINT (-73.97580718994141 40.75453567504883)
4117722,2015-01-27,8.8,POINT (-73.97824859619139 40.75878143310547)
4122373,2015-01-27,4.8,POINT (-73.97712707519531 40.75587463378906)
4122385,2015-01-27,12.3,POINT (-73.98011779785155 40.76122283935547)
4123719,2015-01-27,12.95,POINT (-73.9779739379883 40.75450134277344)
4123724,2015-01-27,11.0,POINT (-73.9735107421875 40.75830459594727)
4123780,2015-01-27,14.15,POINT (-73.97506713867188 40.75629425048828)
4123783,2015-01-27,11.3,POINT (-73.97351837158203 40.75481033325195)
4123785,2015-01-27,10.55,POINT (-73.97262573242188 40.76163864135742)
4123792,2015-01-27,10.55,POINT (-73.98100280761719 40.75901794433594)
4124453,2015-01-27,12.35,POINT (-73.97222137451173 40.7557487487793)
4125087,2015-01-27,20.3,POINT (-73.97551727294923 40.76200866699219)
4125088,2015-01-27,7.3,POINT (-73.98045349121094 40.76044464111328)
4125100,2015-01-27,13.8,POINT (-73.97669982910156 40.7575569152832)
4125416,2015-01-27,9.3,POINT (-73.97935485839844 40.76149749755859)
4125445,2015-01-27,7.3,POINT (-73.97427368164062 40.75978088378906)
4125446,2015-01-27,4.8,POINT (-73.97679901123048 40.75591659545898)
4125528,2015-01-27,5.15,POINT (-73.97328948974609 40.7557487487793)
4125530,2015-01-27,8.3,POINT (-73.97566986083984 40.75774765014648)
4125595,2015-01-27,9.8,POINT (-73.97197723388672 40.75736999511719)
4126707,2015-01-27,13.86,POINT (-73.97776031494141 40.76238250732422)
4126711,2015-01-27,8.1,POINT (-73.9774169921875 40.7545051574707)
4128908,2015-01-27,12.96,POINT (-73.97505187988281 40.76133346557617)
4130250,2015-01-27,13.3,POINT (-73.97663879394531 40.75590896606445)
4132780,2015-01-27,4.8,POINT (-73.97422027587891 40.75943756103516)
4132797,2015-01-27,30.38,POINT (-73.97689819335938 40.75476837158203)
4156009,2015-01-27,11.8,POINT (-73.97588348388672 40.75934219360352)
4166035,2015-01-27,8.3,POINT (-73.97332763671875 40.76095962524415)
4174126,2015-01-27,10.8,POINT (-73.97930145263672 40.7601432800293)
4174128,2015-01-27,80.6,POINT (-73.97163391113281 40.75733947753906)
4174250,2015-01-27,8.5,POINT (-73.97609710693358 40.75663757324219)
4174437,2015-01-27,6.8,POINT (-73.97306823730467 40.76043701171875)
4174449,2015-01-27,11.27,POINT (-73.97582244873048 40.75916290283203)
4174457,2015-01-27,11.8,POINT (-73.98031616210938 40.76006698608398)
4174871,2015-01-27,10.14,POINT (-73.97228240966798 40.75871276855469)
4174885,2015-01-27,11.0,POINT (-73.97482299804686 40.75928497314453)
4174975,2015-01-27,13.55,POINT (-73.98002624511719 40.76047515869141)
4174976,2015-01-27,6.3,POINT (-73.97347259521484 40.75479888916016)
4175030,2015-01-27,9.3,POINT (-73.97452545166014 40.75925827026367)
4175040,2015-01-27,10.8,POINT (-73.97335815429686 40.75831985473633)
4175120,2015-01-27,9.1,POINT (-73.9746551513672 40.76056671142577)
4175128,2015-01-27,11.16,POINT (-73.97335052490234 40.76154708862305)
4176479,2015-01-27,12.35,POINT (-73.98117065429686 40.75845718383789)
4176494,2015-01-27,10.3,POINT (-73.97320556640625 40.7597885131836)
4176502,2015-01-27,6.8,POINT (-73.97261047363281 40.75580596923828)
4177530,2015-01-27,8.15,POINT (-73.97173309326173 40.75708770751953)
4178398,2015-01-27,11.16,POINT (-73.97811126708984 40.75966644287109)
4179586,2015-01-27,10.56,POINT (-73.97197723388672 40.76065826416016)
4179596,2015-01-27,12.36,POINT (-73.97442626953125 40.75426864624024)
4181267,2015-01-27,12.25,POINT (-73.9759521484375 40.75764846801758)
4181269,2015-01-27,8.8,POINT (-73.97174835205078 40.75738143920898)
4181270,2015-01-27,9.8,POINT (-73.97760009765625 40.75819778442383)
4181276,2015-01-27,14.75,POINT (-73.97412872314453 40.76016998291016)
4183389,2015-01-27,12.8,POINT (-73.97869110107422 40.76247787475585)
4221219,2015-01-27,9.12,POINT (-73.97734832763672 40.75817108154297)
4228196,2015-01-27,15.34,POINT (-73.97911071777342 40.75949859619141)
4228198,2015-01-27,9.96,POINT (-73.9740676879883 40.76150512695313)
4228202,2015-01-27,14.8,POINT (-73.97733306884766 40.76319122314453)
4242773,2015-01-27,9.3,POINT (-73.97398376464845 40.76036834716797)
4242820,2015-01-27,10.56,POINT (-73.97525024414062 40.75586700439453)
4244311,2015-01-27,10.3,POINT (-73.97457122802734 40.7563591003418)
4244405,2015-01-27,12.25,POINT (-73.97651672363281 40.75714874267577)
4244837,2015-01-27,11.15,POINT (-73.97574615478516 40.75428771972656)
4244845,2015-01-27,7.85,POINT (-73.97270965576173 40.75650024414063)
4247247,2015-01-27,15.36,POINT (-73.97310638427734 40.75759124755859)
4247643,2015-01-27,6.96,POINT (-73.97929382324219 40.75635147094727)
4249256,2015-01-27,12.96,POINT (-73.97335815429686 40.75904083251953)
4252175,2015-01-27,17.8,POINT (-73.97605895996094 40.75992202758789)
4254172,2015-01-27,11.3,POINT (-73.97142791748048 40.7584342956543)
4257103,2015-01-27,8.76,POINT (-73.97689056396483 40.75905227661133)
4257108,2015-01-27,7.3,POINT (-73.97659301757811 40.75983047485352)
4257111,2015-01-27,15.55,POINT (-73.97519683837891 40.7547607421875)
4257115,2015-01-27,44.54,POINT (-73.9759521484375 40.75585556030273)
4279959,2015-01-27,9.36,POINT (-73.97601318359375 40.75509262084961)
4279967,2015-01-27,14.3,POINT (-73.9766845703125 40.75881576538085)
4284916,2015-01-27,9.36,POINT (-73.97332763671875 40.75556564331055)
4285306,2015-01-27,8.3,POINT (-73.97618865966798 40.75933837890625)
4289330,2015-01-27,6.95,POINT (-73.97340393066406 40.76116180419922)
4289337,2015-01-27,6.35,POINT (-73.98053741455078 40.76003265380859)
4290418,2015-01-27,12.3,POINT (-73.97689819335938 40.75653076171875)
4290425,2015-01-27,8.16,POINT (-73.97767639160156 40.75686264038085)
4290476,2015-01-27,12.3,POINT (-73.97469329833984 40.76140975952149)
4290479,2015-01-27,12.3,POINT (-73.97609710693358 40.75777053833008)
4290755,2015-01-27,11.8,POINT (-73.97377014160156 40.75687408447266)
4290756,2015-01-27,8.8,POINT (-73.97607421875 40.7607307434082)
4291295,2015-01-27,7.8,POINT (-73.97654724121094 40.76006317138672)
4291311,2015-01-27,8.3,POINT (-73.97156524658203 40.7578125)
4291435,2015-01-27,9.8,POINT (-73.98023986816406 40.76039505004883)
4291438,2015-01-27,8.8,POINT (-73.97373199462891 40.76052474975585)
4291512,2015-01-27,11.3,POINT (-73.97686767578125 40.75568008422852)
4295013,2015-01-27,7.8,POINT (-73.97916412353516 40.75577545166016)
4296382,2015-01-27,13.56,POINT (-73.97495269775391 40.76020812988281)
4297551,2015-01-27,5.8,POINT (-73.97979736328125 40.76047134399415)
4297564,2015-01-27,12.74,POINT (-73.97689819335938 40.76336288452149)
4299320,2015-01-27,8.76,POINT (-73.97463989257811 40.75841522216797)
4299951,2015-01-27,8.5,POINT (-73.98046875 40.75975036621094)
4300147,2015-01-27,7.4,POINT (-73.97252655029298 40.7593002319336)
4324664,2015-01-27,12.25,POINT (-73.9730224609375 40.75471115112305)
4332722,2015-01-27,7.8,POINT (-73.97512054443358 40.75601196289063)
4332726,2015-01-27,9.8,POINT (-73.97803497314453 40.75754165649415)
4337594,2015-01-27,10.56,POINT (-73.97653961181641 40.76005172729492)
4337799,2015-01-27,13.8,POINT (-73.9785614013672 40.76203155517577)
4337805,2015-01-27,10.3,POINT (-73.97784423828125 40.76105880737305)
4337809,2015-01-27,8.3,POINT (-73.97422790527344 40.75894165039063)
4338953,2015-01-27,9.35,POINT (-73.97538757324219 40.75580215454102)
4338957,2015-01-27,12.3,POINT (-73.97671508789062 40.75693130493164)
4338958,2015-01-27,11.75,POINT (-73.97754669189453 40.75988006591797)
4338985,2015-01-27,11.15,POINT (-73.97195434570312 40.75680541992188)
4339044,2015-01-27,12.35,POINT (-73.97634124755859 40.75576782226562)
4339052,2015-01-27,7.3,POINT (-73.97451019287109 40.75927352905273)
4339108,2015-01-27,11.8,POINT (-73.97612762451173 40.75835418701172)
4339136,2015-01-27,10.3,POINT (-73.98065948486328 40.75933074951172)
4339264,2015-01-27,6.8,POINT (-73.97791290283203 40.7581901550293)
4339277,2015-01-27,7.56,POINT (-73.97537994384766 40.75787734985352)
4339286,2015-01-27,17.15,POINT (-73.97484588623048 40.75539779663085)
4339601,2015-01-27,11.15,POINT (-73.97177124023438 40.76052856445313)
4339603,2015-01-27,8.15,POINT (-73.97643280029298 40.75537872314453)
4340660,2015-01-27,13.8,POINT (-73.97672271728516 40.76328659057617)
4341795,2015-01-27,9.36,POINT (-73.97377777099609 40.75736618041992)
4342945,2015-01-27,11.16,POINT (-73.9788818359375 40.75448226928711)
4342946,2015-01-27,6.55,POINT (-73.97679138183594 40.75621032714844)
4342947,2015-01-27,13.3,POINT (-73.97174072265625 40.75775909423828)
4378758,2015-01-27,10.8,POINT (-73.97862243652342 40.75770568847656)
4385210,2015-01-27,6.8,POINT (-73.97640228271484 40.7597770690918)
4385212,2015-01-27,22.25,POINT (-73.97728729248048 40.75802230834961)
4385214,2015-01-27,25.0,POINT (-73.97865295410156 40.75468826293945)
4385667,2015-01-27,12.8,POINT (-73.97943878173827 40.76226425170898)
4385764,2015-01-27,6.8,POINT (-73.97770690917969 40.76178741455078)
4385766,2015-01-27,11.3,POINT (-73.97421264648438 40.75728988647461)
4386266,2015-01-27,10.8,POINT (-73.97276306152342 40.75939559936523)
4386468,2015-01-27,14.15,POINT (-73.97434234619139 40.75852584838867)
4386915,2015-01-27,6.96,POINT (-73.97301483154298 40.76100540161133)
4386923,2015-01-27,9.95,POINT (-73.97470092773438 40.76318740844727)
4386945,2015-01-27,8.4,POINT (-73.97811889648438 40.75894927978516)
4387005,2015-01-27,8.3,POINT (-73.97716522216798 40.75972747802734)
4387180,2015-01-27,6.8,POINT (-73.97853851318358 40.75979995727539)
4390293,2015-01-27,4.56,POINT (-73.97221374511719 40.75946044921875)
4390300,2015-01-27,7.8,POINT (-73.98084259033203 40.75994110107422)
4391803,2015-01-27,5.8,POINT (-73.97193908691406 40.75807189941406)
4391806,2015-01-27,12.3,POINT (-73.97327423095702 40.76042175292969)
4393098,2015-01-27,10.3,POINT (-73.97426605224609 40.75447845458984)
4396918,2015-01-27,10.8,POINT (-73.97789764404298 40.76316833496094)
4420736,2015-01-27,14.3,POINT (-73.97169494628906 40.75691223144531)
4430767,2015-01-27,6.8,POINT (-73.98085784912109 40.75994873046875)
4430781,2015-01-27,10.8,POINT (-73.97516632080078 40.75801086425781)
4434055,2015-01-27,59.53,POINT (-73.98001098632812 40.75968933105469)
4434060,2015-01-27,22.6,POINT (-73.97939300537109 40.76108169555664)
4434475,2015-01-27,6.8,POINT (-73.97624206542969 40.75899124145508)
4435082,2015-01-27,7.8,POINT (-73.97700500488281 40.75807952880859)
4435117,2015-01-27,69.73,POINT (-73.97378540039062 40.75613403320313)
4435124,2015-01-27,11.8,POINT (-73.97295379638672 40.75542068481445)
4435204,2015-01-27,7.3,POINT (-73.97770690917969 40.75576019287109)
4435272,2015-01-27,12.95,POINT (-73.97191619873048 40.76078414916992)
4435290,2015-01-27,13.56,POINT (-73.97422027587891 40.76024627685547)
4435345,2015-01-27,15.36,POINT (-73.97974395751955 40.76172637939453)
4435359,2015-01-27,13.56,POINT (-73.97560119628906 40.75483322143555)
4436140,2015-01-27,12.36,POINT (-73.97232818603516 40.75716018676758)
4437287,2015-01-27,9.8,POINT (-73.97451782226562 40.76253128051758)
4438210,2015-01-27,75.06,POINT (-73.97480010986328 40.75532150268555)
4472776,2015-01-27,15.0,POINT (-73.97183227539062 40.75814819335938)
4472922,2015-01-27,5.3,POINT (-73.97442626953125 40.75633239746094)
4473028,2015-01-27,12.0,POINT (-73.9759521484375 40.76071166992188)
4473041,2015-01-27,11.6,POINT (-73.97482299804686 40.75542831420898)
4473543,2015-01-27,9.35,POINT (-73.97927093505859 40.75565338134766)
4473552,2015-01-27,8.8,POINT (-73.9720458984375 40.75765228271485)
4473696,2015-01-27,11.16,POINT (-73.97470092773438 40.76075744628906)
4473700,2015-01-27,13.8,POINT (-73.97220611572266 40.7568588256836)
4475299,2015-01-27,8.3,POINT (-73.97650909423827 40.75659942626953)
4475442,2015-01-27,21.3,POINT (-73.97322845458984 40.75969696044922)
4475453,2015-01-27,23.16,POINT (-73.97920989990234 40.75899124145508)
4475476,2015-01-27,19.56,POINT (-73.97477722167969 40.76234817504883)
4476783,2015-01-27,14.75,POINT (-73.97640228271484 40.75580596923828)
4476790,2015-01-27,7.3,POINT (-73.97260284423827 40.75725173950195)
4476837,2015-01-27,6.3,POINT (-73.97358703613281 40.75801086425781)
4476838,2015-01-27,10.4,POINT (-73.97752380371094 40.75825119018555)
4476841,2015-01-27,6.96,POINT (-73.97782135009766 40.75970077514648)
4479730,2015-01-27,8.8,POINT (-73.97377777099609 40.76052093505859)
4482635,2015-01-27,14.76,POINT (-73.97969055175781 40.76121139526367)
4484343,2015-01-27,6.36,POINT (-73.97624206542969 40.75537872314453)
4507770,2015-01-27,11.76,POINT (-73.97418212890625 40.7596321105957)
4514370,2015-01-27,20.3,POINT (-73.97837066650391 40.76248168945313)
4517912,2015-01-27,11.3,POINT (-73.97696685791014 40.7588996887207)
4519998,2015-01-27,19.0,POINT (-73.97296905517578 40.7597885131836)
4520013,2015-01-27,13.8,POINT (-73.97850799560547 40.7563705444336)
4520038,2015-01-27,10.3,POINT (-73.97751617431641 40.75802612304688)
4520050,2015-01-27,14.15,POINT (-73.97814178466798 40.76293563842773)
4520286,2015-01-27,24.0,POINT (-73.97193908691406 40.7581672668457)
4520337,2015-01-27,8.15,POINT (-73.97401428222656 40.75429534912109)
4520339,2015-01-27,9.05,POINT (-73.97208404541014 40.7598991394043)
4520342,2015-01-27,11.15,POINT (-73.97457122802734 40.75954818725585)
4521573,2015-01-27,45.74,POINT (-73.97429656982422 40.76060485839844)
4521577,2015-01-27,10.8,POINT (-73.97721099853516 40.76277160644531)
4521796,2015-01-27,16.55,POINT (-73.97528076171875 40.76144409179688)
4529334,2015-01-27,7.3,POINT (-73.97906494140625 40.76155090332031)
4553046,2015-01-27,19.24,POINT (-73.97983551025391 40.75926208496094)
4558439,2015-01-27,6.8,POINT (-73.97731018066406 40.75880432128906)
4559944,2015-01-27,10.8,POINT (-73.97753143310547 40.75803756713867)
4559966,2015-01-27,8.75,POINT (-73.9761962890625 40.75736236572266)
4559967,2015-01-27,10.8,POINT (-73.97420501708984 40.75674819946289)
4560043,2015-01-27,8.15,POINT (-73.97531127929686 40.759765625)
4560045,2015-01-27,8.15,POINT (-73.97418975830078 40.76208114624024)
4560057,2015-01-27,14.8,POINT (-73.97554016113281 40.7573127746582)
4560058,2015-01-27,10.5,POINT (-73.97452545166014 40.75899505615234)
4562717,2015-01-27,9.35,POINT (-73.97570037841797 40.75592803955078)
4562747,2015-01-27,8.75,POINT (-73.97511291503906 40.75541687011719)
4566253,2015-01-27,6.8,POINT (-73.97561645507811 40.75828170776367)
4566750,2015-01-27,7.8,POINT (-73.9796142578125 40.75641632080078)
4566765,2015-01-27,9.3,POINT (-73.97470092773438 40.75915145874024)
4606589,2015-01-27,9.3,POINT (-73.97641754150391 40.75519943237305)
4606601,2015-01-27,12.3,POINT (-73.97266387939453 40.7578125)
4606602,2015-01-27,12.36,POINT (-73.97386169433594 40.75807571411133)
4606603,2015-01-27,10.3,POINT (-73.97604370117188 40.7626953125)
4610515,2015-01-27,4.8,POINT (-73.97496032714845 40.75933837890625)
4611559,2015-01-27,9.3,POINT (-73.97690582275391 40.7630615234375)
4611562,2015-01-27,14.8,POINT (-73.97914886474609 40.75630187988281)
4611567,2015-01-27,12.3,POINT (-73.97300720214845 40.75505065917969)
4611571,2015-01-27,8.5,POINT (-73.976806640625 40.75473785400391)
4611607,2015-01-27,9.3,POINT (-73.97728729248048 40.75800323486328)
4611608,2015-01-27,12.35,POINT (-73.97620391845702 40.755859375)
4611689,2015-01-27,8.3,POINT (-73.97698974609375 40.75850677490234)
4611694,2015-01-27,6.3,POINT (-73.98043823242188 40.76000595092773)
4611735,2015-01-27,9.45,POINT (-73.97366333007811 40.7588005065918)
4612293,2015-01-27,8.76,POINT (-73.97264099121094 40.75548934936523)
4612301,2015-01-27,11.3,POINT (-73.97149658203125 40.75791931152344)
4612570,2015-01-27,9.8,POINT (-73.97782135009766 40.75461959838867)
4612585,2015-01-27,29.8,POINT (-73.97690582275391 40.76082229614258)
4612701,2015-01-27,13.56,POINT (-73.97196197509766 40.75836563110352)
4613048,2015-01-27,5.3,POINT (-73.97640991210938 40.76165008544922)
4613082,2015-01-27,5.8,POINT (-73.97249603271484 40.75698471069336)
4618744,2015-01-27,28.75,POINT (-73.97422790527344 40.76018905639648)
4618800,2015-01-27,9.3,POINT (-73.97742462158203 40.7581672668457)
4621741,2015-01-27,15.36,POINT (-73.97428131103516 40.75540542602539)
4652657,2015-01-27,9.36,POINT (-73.97803497314453 40.76255035400391)
4652663,2015-01-27,11.16,POINT (-73.97952270507811 40.76150131225585)
4652665,2015-01-27,7.3,POINT (-73.97685241699219 40.76090621948241)
4656718,2015-01-27,4.3,POINT (-73.9730224609375 40.759521484375)
4656724,2015-01-27,12.36,POINT (-73.97554016113281 40.75725173950195)
4657836,2015-01-27,8.8,POINT (-73.97364044189453 40.7549934387207)
4658199,2015-01-27,10.55,POINT (-73.97725677490234 40.75870895385742)
4658273,2015-01-27,10.3,POINT (-73.97379302978516 40.75962829589844)
4658285,2015-01-27,10.3,POINT (-73.9810791015625 40.75906372070313)
4658314,2015-01-27,12.8,POINT (-73.9734649658203 40.75996780395508)
4658563,2015-01-27,10.0,POINT (-73.97826385498048 40.75738525390625)
4658570,2015-01-27,13.22,POINT (-73.9744415283203 40.75514984130859)
4658575,2015-01-27,7.25,POINT (-73.98070526123048 40.75952911376953)
4658582,2015-01-27,10.56,POINT (-73.9757080078125 40.75801849365234)
4658637,2015-01-27,11.8,POINT (-73.97989654541014 40.76093673706055)
4659399,2015-01-27,22.0,POINT (-73.97577667236328 40.75514221191406)
4659423,2015-01-27,8.5,POINT (-73.9746551513672 40.75947570800781)
4659432,2015-01-27,14.15,POINT (-73.97264099121094 40.75584030151367)
4663563,2015-01-27,7.3,POINT (-73.97154998779298 40.75762176513672)
4665094,2015-01-27,11.62,POINT (-73.9752197265625 40.75796890258789)
4669707,2015-01-27,8.3,POINT (-73.97405242919923 40.7599983215332)
4691862,2015-01-27,12.74,POINT (-73.97157287597656 40.75682067871094)
4692874,2015-01-27,8.84,POINT (-73.97707366943358 40.75415802001953)
4700214,2015-01-27,7.8,POINT (-73.97177124023438 40.75703811645508)
4701975,2015-01-27,9.95,POINT (-73.97750091552734 40.75836181640625)
4702051,2015-01-27,16.3,POINT (-73.97722625732422 40.75867080688477)
4702088,2015-01-27,11.8,POINT (-73.97281646728516 40.75938034057617)
4702092,2015-01-27,13.3,POINT (-73.97602844238281 40.76055145263672)
4702104,2015-01-27,9.36,POINT (-73.97585296630859 40.75568771362305)
4703032,2015-01-27,29.75,POINT (-73.98081970214844 40.76015090942383)
4703849,2015-01-27,9.1,POINT (-73.97369384765625 40.76029586791992)
4703963,2015-01-27,9.35,POINT (-73.97223663330078 40.75926971435547)
4704027,2015-01-27,9.45,POINT (-73.97901153564453 40.75614929199219)
4704061,2015-01-27,25.0,POINT (-73.97608947753906 40.75495910644531)
4714291,2015-01-27,9.3,POINT (-73.97868347167969 40.75889205932617)
4746335,2015-01-27,7.3,POINT (-73.97711181640625 40.75870513916016)
4746338,2015-01-27,6.3,POINT (-73.9733123779297 40.75900650024415)
4746346,2015-01-27,11.75,POINT (-73.97250366210938 40.75970840454102)
4746380,2015-01-27,7.8,POINT (-73.97506713867188 40.75564956665039)
4746697,2015-01-27,8.8,POINT (-73.97940826416014 40.75985717773438)
4746764,2015-01-27,8.5,POINT (-73.97374725341797 40.76016235351562)
4746990,2015-01-27,11.3,POINT (-73.97905731201173 40.75714492797852)
4747848,2015-01-27,9.3,POINT (-73.97422027587891 40.76039886474609)
4747943,2015-01-27,10.55,POINT (-73.97539520263672 40.76104736328125)
4747944,2015-01-27,10.8,POINT (-73.97672271728516 40.75642776489258)
4747950,2015-01-27,14.15,POINT (-73.97740173339844 40.75796890258789)
4747958,2015-01-27,10.35,POINT (-73.97665405273438 40.75566864013672)
4747967,2015-01-27,17.25,POINT (-73.97693634033203 40.76083374023438)
4747976,2015-01-27,8.3,POINT (-73.97751617431641 40.76309585571289)
4752973,2015-01-27,9.3,POINT (-73.97531127929686 40.75612258911133)
4752978,2015-01-27,12.0,POINT (-73.974853515625 40.75934219360352)
4783953,2015-01-27,6.8,POINT (-73.97401428222656 40.76236343383789)
4790011,2015-01-27,6.95,POINT (-73.97267150878906 40.75619888305664)
4790052,2015-01-27,20.3,POINT (-73.97579956054686 40.75493621826172)
4791684,2015-01-27,9.8,POINT (-73.97589874267578 40.75797271728516)
4791994,2015-01-27,9.8,POINT (-73.97617340087891 40.7576789855957)
4792054,2015-01-27,17.25,POINT (-73.974609375 40.76286315917969)
4792056,2015-01-27,14.15,POINT (-73.97666168212891 40.75486373901367)
4792070,2015-01-27,22.8,POINT (-73.97882080078125 40.76255798339844)
4792250,2015-01-27,15.35,POINT (-73.97402191162109 40.76290893554688)
4792254,2015-01-27,8.15,POINT (-73.97914123535155 40.7559814453125)
4793475,2015-01-27,9.3,POINT (-73.97434234619139 40.75911331176758)
4793485,2015-01-27,5.3,POINT (-73.97451019287109 40.76230239868164)
4793497,2015-01-27,11.0,POINT (-73.97400665283203 40.75410461425781)
4798682,2015-01-27,9.3,POINT (-73.97447204589844 40.7600212097168)
4798684,2015-01-27,9.3,POINT (-73.98088073730467 40.7595100402832)
4798692,2015-01-27,7.8,POINT (-73.98024749755859 40.7600212097168)
4802326,2015-01-27,13.56,POINT (-73.97571563720702 40.75603866577149)
4802340,2015-01-27,7.56,POINT (-73.97223663330078 40.75972747802734)
4822351,2015-01-27,9.3,POINT (-73.97166442871094 40.75689697265625)
4822353,2015-01-27,13.8,POINT (-73.97433471679686 40.75882339477539)
4822369,2015-01-27,11.76,POINT (-73.97235870361328 40.75949096679688)
4828750,2015-01-27,10.8,POINT (-73.9752197265625 40.75569152832031)
4829864,2015-01-27,25.8,POINT (-73.97637939453125 40.75532150268555)
4829867,2015-01-27,9.8,POINT (-73.97903442382812 40.75519943237305)
4830169,2015-01-27,12.95,POINT (-73.97610473632812 40.76161956787109)
4830179,2015-01-27,10.8,POINT (-73.97644805908203 40.7553596496582)
4830184,2015-01-27,9.3,POINT (-73.97505187988281 40.760986328125)
4830649,2015-01-27,14.15,POINT (-73.97214508056641 40.75997924804688)
4830663,2015-01-27,11.8,POINT (-73.98058319091797 40.76060485839844)
4830694,2015-01-27,7.8,POINT (-73.97916412353516 40.7562255859375)
4830699,2015-01-27,10.35,POINT (-73.97277069091797 40.75928497314453)
4830781,2015-01-27,12.25,POINT (-73.97275543212891 40.75909805297852)
4830788,2015-01-27,12.8,POINT (-73.97435760498048 40.76205825805664)
4831220,2015-01-27,16.0,POINT (-73.97393035888672 40.75720977783203)
4831233,2015-01-27,23.53,POINT (-73.97959136962891 40.76102066040039)
4831240,2015-01-27,14.8,POINT (-73.9735107421875 40.76266860961913)
4831258,2015-01-27,20.3,POINT (-73.97548675537109 40.76091766357422)
4837622,2015-01-27,8.0,POINT (-73.9752197265625 40.75600433349609)
4837624,2015-01-27,11.6,POINT (-73.97647094726562 40.75488662719727)
4872843,2015-01-27,21.3,POINT (-73.97610473632812 40.75788116455078)
4872892,2015-01-27,11.3,POINT (-73.97522735595702 40.75561141967773)
4873338,2015-01-27,7.8,POINT (-73.97567749023438 40.76023483276367)
4873340,2015-01-27,5.8,POINT (-73.9720458984375 40.75716400146485)
4873353,2015-01-27,9.36,POINT (-73.97525024414062 40.76161575317383)
4873437,2015-01-27,7.25,POINT (-73.97486877441406 40.76230239868164)
4873745,2015-01-27,5.8,POINT (-73.97510528564453 40.76100921630859)
4873782,2015-01-27,6.8,POINT (-73.9775390625 40.75870513916016)
4873844,2015-01-27,9.35,POINT (-73.97260284423827 40.75626373291016)
4874761,2015-01-27,9.75,POINT (-73.97895812988281 40.75849151611328)
4874945,2015-01-27,9.3,POINT (-73.97718048095702 40.7544059753418)
4874951,2015-01-27,14.3,POINT (-73.97592926025391 40.76023864746094)
4875870,2015-01-27,9.8,POINT (-73.97931671142578 40.7615966796875)
4880921,2015-01-27,40.3,POINT (-73.97837066650391 40.75517654418945)
4880929,2015-01-27,14.16,POINT (-73.98067474365234 40.76068496704102)
4899922,2015-01-27,10.56,POINT (-73.97499084472656 40.76218032836913)
