,taxi_date,total_amount,geometry
12895153,2015-02-21,6.8,POINT (-73.97412872314453 40.75715255737305)
12895214,2015-02-21,11.8,POINT (-73.97968292236328 40.76110458374024)
12895226,2015-02-21,10.0,POINT (-73.97312927246094 40.75950241088867)
12897284,2015-02-21,9.36,POINT (-73.9785614013672 40.7565803527832)
12900837,2015-02-21,17.76,POINT (-73.97966003417969 40.75516510009766)
12901683,2015-02-21,9.8,POINT (-73.97218322753906 40.75661087036133)
12901690,2015-02-21,38.13,POINT (-73.97486877441406 40.76214599609375)
12901700,2015-02-21,11.3,POINT (-73.97589874267578 40.75869369506836)
12902101,2015-02-21,9.3,POINT (-73.97789764404298 40.75443267822266)
12903553,2015-02-21,35.76,POINT (-73.97764587402342 40.75470352172852)
12912110,2015-02-21,11.8,POINT (-73.97493743896483 40.75575637817383)
12914697,2015-02-21,9.96,POINT (-73.97944641113281 40.75532531738281)
12915337,2015-02-21,6.8,POINT (-73.97750091552734 40.7546501159668)
12915346,2015-02-21,5.9,POINT (-73.97562408447266 40.75806045532227)
12915356,2015-02-21,64.13,POINT (-73.97908782958984 40.76246643066406)
12921042,2015-02-21,24.44,POINT (-73.97479248046875 40.7564697265625)
12921386,2015-02-21,8.19,POINT (-73.98052978515625 40.75644302368164)
12921483,2015-02-21,6.8,POINT (-73.97927093505859 40.76129531860352)
12929157,2015-02-21,9.49,POINT (-73.97234344482422 40.75707244873047)
12929521,2015-02-21,8.3,POINT (-73.97743988037109 40.75487899780273)
12931764,2015-02-21,6.3,POINT (-73.97630310058595 40.76037979125977)
12938326,2015-02-21,7.8,POINT (-73.97760009765625 40.75447082519531)
12941291,2015-02-21,9.3,POINT (-73.97772979736328 40.75826263427734)
12941564,2015-02-21,4.3,POINT (-73.97278594970702 40.75613784790039)
12942499,2015-02-21,14.16,POINT (-73.97525787353516 40.76179504394531)
12943426,2015-02-21,9.3,POINT (-73.97547149658203 40.76093292236328)
12943428,2015-02-21,8.3,POINT (-73.9756317138672 40.76089859008789)
12943962,2015-02-21,11.3,POINT (-73.97709655761719 40.75926208496094)
12945696,2015-02-21,8.3,POINT (-73.97597503662109 40.7597885131836)
12945702,2015-02-21,15.3,POINT (-73.97740936279298 40.754150390625)
12946607,2015-02-21,6.3,POINT (-73.97719573974609 40.75853729248047)
12946703,2015-02-21,8.75,POINT (-73.97843933105469 40.759033203125)
12946807,2015-02-21,14.16,POINT (-73.97824096679686 40.76266860961913)
12948235,2015-02-21,8.75,POINT (-73.97553253173827 40.76035308837891)
12949091,2015-02-21,20.3,POINT (-73.97731781005859 40.75812530517577)
12949164,2015-02-21,10.3,POINT (-73.97879028320312 40.7617301940918)
12949210,2015-02-21,18.95,POINT (-73.97315216064453 40.75806045532227)
12949282,2015-02-21,14.15,POINT (-73.97507476806641 40.75914764404297)
12951366,2015-02-21,10.3,POINT (-73.97282409667969 40.75534439086913)
12951463,2015-02-21,8.03,POINT (-73.97566986083984 40.76283264160156)
12956817,2015-02-21,4.3,POINT (-73.97213745117188 40.76118850708008)
12962688,2015-02-21,20.3,POINT (-73.97772216796875 40.76147842407227)
12962690,2015-02-21,13.56,POINT (-73.97556304931641 40.75722122192383)
12967405,2015-02-21,17.8,POINT (-73.97496032714845 40.75846099853516)
12967869,2015-02-21,13.8,POINT (-73.97713470458984 40.75871276855469)
12976405,2015-02-21,8.3,POINT (-73.97446441650391 40.76151657104492)
12992973,2015-02-21,9.3,POINT (-73.97914123535155 40.76182174682617)
12992978,2015-02-21,9.95,POINT (-73.97471618652342 40.75702667236328)
12993031,2015-02-21,6.3,POINT (-73.97277069091797 40.75741577148438)
12993032,2015-02-21,10.55,POINT (-73.9779052734375 40.75463485717773)
12993201,2015-02-21,20.3,POINT (-73.974609375 40.7567138671875)
12993204,2015-02-21,15.35,POINT (-73.97215270996094 40.75629425048828)
12994042,2015-02-21,13.8,POINT (-73.97893524169923 40.76192092895508)
12994121,2015-02-21,6.3,POINT (-73.97738647460938 40.75795745849609)
12994178,2015-02-21,11.15,POINT (-73.97294616699219 40.76162338256836)
12994186,2015-02-21,8.3,POINT (-73.97728729248048 40.75819396972656)
12995035,2015-02-21,15.3,POINT (-73.97469329833984 40.76261138916016)
12995044,2015-02-21,7.8,POINT (-73.9783935546875 40.75888061523438)
12996162,2015-02-21,15.96,POINT (-73.97977447509766 40.75519561767577)
12996292,2015-02-21,6.96,POINT (-73.97545623779298 40.75799179077149)
12996845,2015-02-21,7.85,POINT (-73.98008728027342 40.76116943359375)
12997634,2015-02-21,7.25,POINT (-73.97351837158203 40.7552146911621)
12997649,2015-02-21,7.3,POINT (-73.97512817382812 40.75714111328125)
12997728,2015-02-21,11.76,POINT (-73.97501373291014 40.76020050048828)
12997732,2015-02-21,10.1,POINT (-73.97775268554686 40.75502014160156)
12997811,2015-02-21,14.1,POINT (-73.97419738769531 40.75668334960938)
12998095,2015-02-21,14.16,POINT (-73.97435760498048 40.75941848754883)
12998596,2015-02-21,8.3,POINT (-73.97244262695312 40.75577926635742)
12998716,2015-02-21,24.35,POINT (-73.972900390625 40.75522613525391)
12999342,2015-02-21,14.15,POINT (-73.9759063720703 40.76005935668945)
13000053,2015-02-21,10.8,POINT (-73.98055267333984 40.75947570800781)
13000282,2015-02-21,24.95,POINT (-73.97779846191406 40.76120758056641)
13001228,2015-02-21,11.76,POINT (-73.97827911376955 40.75785827636719)
13002099,2015-02-21,15.8,POINT (-73.97338104248048 40.76028823852539)
13015060,2015-02-21,12.74,POINT (-73.97264862060547 40.75566864013672)
13020917,2015-02-21,10.56,POINT (-73.9769973754883 40.76308059692383)
13020928,2015-02-21,7.8,POINT (-73.98060607910156 40.75992965698241)
13021070,2015-02-21,9.36,POINT (-73.98100280761719 40.75767135620117)
13021083,2015-02-21,8.8,POINT (-73.97441101074219 40.760498046875)
13028699,2015-02-21,12.96,POINT (-73.98073577880859 40.75925064086913)
13028710,2015-02-21,8.16,POINT (-73.97930145263672 40.75542068481445)
13030393,2015-02-21,5.3,POINT (-73.98081207275391 40.76015853881836)
13043501,2015-02-21,14.8,POINT (-73.97702026367188 40.75895309448241)
13043509,2015-02-21,11.4,POINT (-73.97255706787109 40.75909805297852)
13045214,2015-02-21,9.8,POINT (-73.9757080078125 40.76054763793945)
13045300,2015-02-21,12.3,POINT (-73.9801025390625 40.75840759277344)
13047691,2015-02-21,8.75,POINT (-73.97644805908203 40.75426483154297)
13048349,2015-02-21,19.8,POINT (-73.97576141357422 40.76020812988281)
13048660,2015-02-21,7.3,POINT (-73.97998046875 40.75848388671875)
13048663,2015-02-21,7.3,POINT (-73.97496032714845 40.76074600219727)
13048803,2015-02-21,20.75,POINT (-73.98033905029298 40.7605857849121)
13049398,2015-02-21,11.3,POINT (-73.97521209716798 40.75732421875)
13049412,2015-02-21,5.8,POINT (-73.97734832763672 40.75835800170898)
13049413,2015-02-21,8.0,POINT (-73.97231292724609 40.75922012329102)
13049467,2015-02-21,7.85,POINT (-73.97472381591797 40.75682830810547)
13049795,2015-02-21,10.8,POINT (-73.97725677490234 40.75891876220703)
13049818,2015-02-21,5.3,POINT (-73.97441101074219 40.75704574584961)
13049890,2015-02-21,12.8,POINT (-73.97412872314453 40.75448989868164)
13050279,2015-02-21,9.36,POINT (-73.97499847412109 40.7562255859375)
13051224,2015-02-21,42.73,POINT (-73.97164916992188 40.75753784179688)
13051343,2015-02-21,15.8,POINT (-73.97291564941406 40.75552368164063)
13051413,2015-02-21,14.8,POINT (-73.97547149658203 40.75785064697266)
13051419,2015-02-21,10.37,POINT (-73.9795379638672 40.75531005859375)
13051526,2015-02-21,7.3,POINT (-73.97947692871094 40.76070404052734)
13051681,2015-02-21,6.8,POINT (-73.9772186279297 40.75377655029297)
13051816,2015-02-21,6.89,POINT (-73.97707366943358 40.75451278686523)
13052269,2015-02-21,5.8,POINT (-73.97376251220702 40.76045989990234)
13054555,2015-02-21,8.16,POINT (-73.97655487060547 40.75944137573241)
13054562,2015-02-21,11.16,POINT (-73.9805908203125 40.75967025756836)
13054565,2015-02-21,20.8,POINT (-73.97553253173827 40.75544738769531)
13054572,2015-02-21,10.3,POINT (-73.97318267822266 40.7569580078125)
13055234,2015-02-21,6.36,POINT (-73.97628021240234 40.75896835327149)
13055248,2015-02-21,7.3,POINT (-73.9785614013672 40.76269149780273)
13055583,2015-02-21,6.62,POINT (-73.97808074951173 40.75695037841797)
13055715,2015-02-21,6.36,POINT (-73.97198486328125 40.75722885131836)
13055726,2015-02-21,22.56,POINT (-73.9776611328125 40.75770568847656)
13055729,2015-02-21,21.0,POINT (-73.97966003417969 40.75854110717773)
13055794,2015-02-21,29.8,POINT (-73.97452545166014 40.76150131225585)
13056104,2015-02-21,63.36,POINT (-73.97421264648438 40.76273345947266)
13056107,2015-02-21,15.36,POINT (-73.97214508056641 40.75666046142577)
13056873,2015-02-21,6.3,POINT (-73.97884368896483 40.76215362548828)
13058936,2015-02-21,21.36,POINT (-73.97441101074219 40.75650024414063)
13058942,2015-02-21,7.8,POINT (-73.97383880615234 40.76018142700195)
13059927,2015-02-21,16.8,POINT (-73.97499847412109 40.75653076171875)
13065686,2015-02-21,6.8,POINT (-73.9752197265625 40.75791168212891)
13065692,2015-02-21,7.3,POINT (-73.97408294677734 40.75973892211913)
13067539,2015-02-21,6.3,POINT (-73.9727783203125 40.75595092773438)
13071819,2015-02-21,10.8,POINT (-73.97230529785155 40.75955581665039)
13081993,2015-02-21,5.3,POINT (-73.97763824462891 40.7577018737793)
13084413,2015-02-21,14.16,POINT (-73.97151947021484 40.75836944580078)
13090251,2015-02-21,33.3,POINT (-73.97528839111328 40.75955963134766)
13090736,2015-02-21,8.8,POINT (-73.97439575195312 40.76226425170898)
13090737,2015-02-21,52.63,POINT (-73.97947692871094 40.7619514465332)
13091942,2015-02-21,7.56,POINT (-73.97399139404298 40.76190185546875)
13091989,2015-02-21,11.3,POINT (-73.97542572021484 40.75669479370117)
13093742,2015-02-21,6.3,POINT (-73.97723388671875 40.76288986206055)
13095414,2015-02-21,10.0,POINT (-73.98082733154298 40.75905990600585)
13095579,2015-02-21,9.75,POINT (-73.97556304931641 40.76230239868164)
13095633,2015-02-21,14.3,POINT (-73.97968292236328 40.76084136962891)
13095634,2015-02-21,9.35,POINT (-73.97396850585938 40.7626953125)
13097861,2015-02-21,12.8,POINT (-73.97148132324219 40.75840759277344)
13098063,2015-02-21,7.5,POINT (-73.97658538818358 40.75833892822266)
13098103,2015-02-21,22.8,POINT (-73.97624969482422 40.75891876220703)
13099603,2015-02-21,11.15,POINT (-73.97528076171875 40.76190567016602)
13099920,2015-02-21,10.55,POINT (-73.97584533691406 40.7556266784668)
13100018,2015-02-21,5.8,POINT (-73.97880554199219 40.76145553588867)
13101417,2015-02-21,4.8,POINT (-73.97640228271484 40.75908660888672)
13101462,2015-02-21,9.8,POINT (-73.97178649902342 40.75642395019531)
13101582,2015-02-21,15.35,POINT (-73.97282409667969 40.75614166259766)
13101705,2015-02-21,5.3,POINT (-73.97721099853516 40.75943374633789)
13101711,2015-02-21,7.3,POINT (-73.97286224365234 40.76105880737305)
13101724,2015-02-21,10.37,POINT (-73.97826385498048 40.762939453125)
13102277,2015-02-21,7.8,POINT (-73.97364044189453 40.75551986694336)
13103162,2015-02-21,11.3,POINT (-73.97247314453125 40.75611877441406)
13103170,2015-02-21,15.3,POINT (-73.97344207763672 40.75667190551758)
13104669,2015-02-21,19.8,POINT (-73.97585296630859 40.76108169555664)
13104673,2015-02-21,5.8,POINT (-73.97494506835938 40.76212692260742)
13105466,2015-02-21,4.8,POINT (-73.97274017333984 40.75638580322266)
13105474,2015-02-21,16.8,POINT (-73.97886657714845 40.7591209411621)
13105640,2015-02-21,11.8,POINT (-73.97937774658203 40.75571823120117)
13105653,2015-02-21,14.3,POINT (-73.97987365722656 40.76092147827149)
13106956,2015-02-21,11.76,POINT (-73.97893524169923 40.76250839233398)
13107507,2015-02-21,9.0,POINT (-73.97906494140625 40.75873565673828)
13109773,2015-02-21,13.8,POINT (-73.97525024414062 40.76152038574219)
13112809,2015-02-21,8.8,POINT (-73.97904968261719 40.75979614257813)
13113111,2015-02-21,13.5,POINT (-73.97604370117188 40.76118087768555)
13115540,2015-02-21,8.3,POINT (-73.97177124023438 40.75681304931641)
13118719,2015-02-21,6.89,POINT (-73.97390747070312 40.76082611083984)
13118886,2015-02-21,9.8,POINT (-73.97592163085938 40.7570686340332)
13118887,2015-02-21,11.3,POINT (-73.97412872314453 40.76261520385742)
13125762,2015-02-21,8.8,POINT (-73.97900390625 40.75858306884766)
13127362,2015-02-21,14.16,POINT (-73.97412109375 40.75753784179688)
13128022,2015-02-21,13.56,POINT (-73.97743225097656 40.7540397644043)
13128037,2015-02-21,7.3,POINT (-73.98058319091797 40.75977325439453)
13130905,2015-02-21,24.96,POINT (-73.97652435302734 40.75798797607422)
13130910,2015-02-21,7.3,POINT (-73.97413635253906 40.76259613037109)
13135744,2015-02-21,8.3,POINT (-73.97305297851562 40.75537872314453)
13142531,2015-02-21,8.84,POINT (-73.97952270507811 40.76216888427734)
13142534,2015-02-21,9.95,POINT (-73.9747314453125 40.76259994506836)
13143479,2015-02-21,11.8,POINT (-73.97498321533203 40.75869369506836)
13144951,2015-02-21,7.8,POINT (-73.98094940185547 40.75855255126953)
13147135,2015-02-21,8.8,POINT (-73.97322845458984 40.75484848022461)
13147184,2015-02-21,5.3,POINT (-73.97637176513672 40.75923538208008)
13147247,2015-02-21,7.3,POINT (-73.97264862060547 40.75731658935547)
13147252,2015-02-21,18.8,POINT (-73.97866821289062 40.75955200195313)
13147264,2015-02-21,10.3,POINT (-73.97914886474609 40.75504684448241)
13150407,2015-02-21,9.96,POINT (-73.97701263427734 40.75888442993164)
13150408,2015-02-21,37.3,POINT (-73.97557067871094 40.76032638549805)
13150918,2015-02-21,11.3,POINT (-73.97161102294923 40.75761795043945)
13150941,2015-02-21,8.75,POINT (-73.97672271728516 40.75925064086913)
13151092,2015-02-21,12.3,POINT (-73.9739990234375 40.754638671875)
13151704,2015-02-21,22.25,POINT (-73.97216033935547 40.75697708129883)
13152002,2015-02-21,7.3,POINT (-73.9760208129883 40.76102828979492)
13152011,2015-02-21,45.13,POINT (-73.97890472412109 40.76147842407227)
13152062,2015-02-21,72.63,POINT (-73.97251129150391 40.75812911987305)
13152074,2015-02-21,7.8,POINT (-73.97913360595702 40.75624847412109)
13154756,2015-02-21,12.96,POINT (-73.97136688232422 40.75763702392577)
13155875,2015-02-21,24.96,POINT (-73.97519683837891 40.76126861572266)
13157886,2015-02-21,5.3,POINT (-73.97941589355469 40.75670623779297)
13159865,2015-02-21,11.76,POINT (-73.97702789306641 40.75591659545898)
13165064,2015-02-21,6.8,POINT (-73.97571563720702 40.75800704956055)
13165453,2015-02-21,8.3,POINT (-73.97402954101562 40.75571060180664)
13165455,2015-02-21,14.16,POINT (-73.97157287597656 40.75986862182617)
13170746,2015-02-21,8.3,POINT (-73.98036193847656 40.76092147827149)
13171396,2015-02-21,6.8,POINT (-73.97710418701173 40.75757598876953)
13173010,2015-02-21,6.36,POINT (-73.9727020263672 40.75537109375)
13173014,2015-02-21,9.8,POINT (-73.97434234619139 40.76287078857422)
13173022,2015-02-21,69.76,POINT (-73.97438049316406 40.75736236572266)
13173625,2015-02-21,6.96,POINT (-73.97714233398438 40.75604629516602)
13173635,2015-02-21,6.8,POINT (-73.97886657714845 40.76187896728516)
13174404,2015-02-21,16.62,POINT (-73.97847747802734 40.754638671875)
13174614,2015-02-21,9.12,POINT (-73.97241973876955 40.75532913208008)
13174619,2015-02-21,8.3,POINT (-73.97335052490234 40.75777435302734)
13179734,2015-02-21,14.76,POINT (-73.97290802001955 40.75517654418945)
13180110,2015-02-21,14.16,POINT (-73.97896575927734 40.76247024536133)
13180112,2015-02-21,5.8,POINT (-73.97846221923827 40.76278686523438)
13180824,2015-02-21,16.56,POINT (-73.97267913818358 40.75939559936523)
13181094,2015-02-21,14.76,POINT (-73.97522735595702 40.75909042358398)
13181099,2015-02-21,13.8,POINT (-73.97756958007811 40.76326751708984)
13184971,2015-02-21,7.8,POINT (-73.97730255126955 40.75513076782227)
13184978,2015-02-21,9.36,POINT (-73.98038482666014 40.7598876953125)
13184985,2015-02-21,12.8,POINT (-73.97322845458984 40.75493621826172)
13186361,2015-02-21,63.13,POINT (-73.97340393066406 40.75524520874024)
13186377,2015-02-21,14.76,POINT (-73.97377777099609 40.75730133056641)
13190276,2015-02-21,13.8,POINT (-73.97325134277344 40.75515747070313)
13190278,2015-02-21,5.3,POINT (-73.97823333740234 40.75556945800781)
13190464,2015-02-21,11.3,POINT (-73.97437286376955 40.76224899291992)
13190478,2015-02-21,6.3,POINT (-73.97512817382812 40.75555038452149)
13190630,2015-02-21,32.7,POINT (-73.9720458984375 40.75644683837891)
13194561,2015-02-21,12.3,POINT (-73.97428131103516 40.7582893371582)
13196102,2015-02-21,10.3,POINT (-73.97615051269531 40.75954055786133)
13196117,2015-02-21,11.3,POINT (-73.97342681884766 40.75864028930664)
13198412,2015-02-21,6.96,POINT (-73.97407531738281 40.75668334960938)
13198463,2015-02-21,15.3,POINT (-73.97364044189453 40.76045608520508)
13198464,2015-02-21,13.8,POINT (-73.97721099853516 40.75825500488281)
13198595,2015-02-21,12.85,POINT (-73.97260284423827 40.75537872314453)
13198607,2015-02-21,7.3,POINT (-73.97415161132812 40.75997161865234)
13200522,2015-02-21,10.3,POINT (-73.97821044921875 40.75824737548828)
13200660,2015-02-21,8.16,POINT (-73.97270965576173 40.7559928894043)
13200663,2015-02-21,8.8,POINT (-73.974609375 40.75729751586913)
13200687,2015-02-21,24.8,POINT (-73.97520446777344 40.75825500488281)
13201239,2015-02-21,6.3,POINT (-73.9776611328125 40.75764465332031)
13201241,2015-02-21,9.75,POINT (-73.97315979003906 40.75551223754883)
13201252,2015-02-21,11.3,POINT (-73.97623443603516 40.75459671020508)
13201338,2015-02-21,6.3,POINT (-73.97348022460938 40.75558853149415)
13201426,2015-02-21,6.36,POINT (-73.97708129882812 40.75532150268555)
13201462,2015-02-21,10.3,POINT (-73.97734069824219 40.76180267333984)
13202180,2015-02-21,45.35,POINT (-73.97846221923827 40.76160049438477)
13202275,2015-02-21,5.3,POINT (-73.97850799560547 40.76275253295898)
13202470,2015-02-21,5.8,POINT (-73.97386932373048 40.76266860961913)
13202584,2015-02-21,7.3,POINT (-73.97762298583984 40.75809860229492)
13202588,2015-02-21,15.95,POINT (-73.97647857666014 40.75897598266602)
13203376,2015-02-21,4.8,POINT (-73.97555541992188 40.75883865356445)
13203689,2015-02-21,6.3,POINT (-73.97789001464844 40.75906372070313)
13205085,2015-02-21,14.16,POINT (-73.97402191162109 40.75999069213867)
13205687,2015-02-21,8.76,POINT (-73.9735107421875 40.75504684448241)
13207198,2015-02-21,10.8,POINT (-73.97133636474609 40.75748825073241)
13208944,2015-02-21,18.5,POINT (-73.97444915771484 40.76268005371094)
13208945,2015-02-21,20.16,POINT (-73.97696685791014 40.75905990600585)
13208971,2015-02-21,5.3,POINT (-73.97700500488281 40.76266860961913)
13210093,2015-02-21,12.8,POINT (-73.97258758544923 40.75572967529297)
13210453,2015-02-21,8.3,POINT (-73.97530364990234 40.75524139404297)
13216863,2015-02-21,6.8,POINT (-73.97446441650391 40.75644683837891)
13216866,2015-02-21,29.8,POINT (-73.97801971435547 40.76076126098633)
