,bike_date,km_score,decision_function,bike_trip_count_x,tripduration_x,bike_trip_count_y,tripduration_y
284,2015-10-12,0.923193103561,0.0384967398985,45115,17.7908456168,1.36051992575,1.07967968291
217,2015-08-06,0.918758365334,-0.019610380484,41865,13.9887495521,1.11709800902,-0.158974525903
167,2015-06-17,0.914040483221,0.0226669321975,37660,14.0854753054,0.802147498312,-0.127463022956
46,2015-02-16,0.913837301594,0.0542781207022,3930,9.58727735369,-1.724197502,-1.59289465073
176,2015-06-26,0.909914360261,-0.00985048389278,38264,14.9764007945,0.847386525297,0.162784405851
333,2015-11-30,0.906658661417,0.108035520454,29848,12.3799249531,0.217036109565,-0.683100515086
150,2015-05-31,0.897094634607,0.0471338596487,19361,17.5654666598,-0.568430241407,1.00625529045
131,2015-05-12,0.892103808674,0.051230110689,34945,14.2106166834,0.598796574036,-0.0866942228218
308,2015-11-05,0.889766637106,0.0394040097691,42578,14.2595236977,1.1705010326,-0.0707612011137
288,2015-10-16,0.889406495158,-0.0236538354858,46059,15.9230769231,1.43122463017,0.471194385804
146,2015-05-27,0.882381494732,0.0179593684401,33382,13.3413516266,0.481729356855,-0.369885074078
0,2015-01-01,0.877620335886,0.0128789620059,5232,13.061735474,-1.62667893721,-0.460978965029
43,2015-02-13,0.874398834357,0.0663848907484,7558,9.9894151892,-1.45246374389,-1.46188540898
312,2015-11-09,0.873235176766,0.0731669382423,41778,14.6569007612,1.11058179156,0.0586970671158
314,2015-11-11,0.871126497775,0.0966431500629,37303,14.0375841085,0.775408536999,-0.143065109682
72,2015-03-14,0.869533005354,-0.00598021081703,3859,11.7869914486,-1.72951533464,-0.876267538869
127,2015-05-08,0.863508121761,0.0269164417335,33965,15.2654791697,0.525395503763,0.25696091799
256,2015-09-14,0.86072578915,0.0405918275772,44267,16.2296744753,1.29700553024,0.571078329311
363,2015-12-30,0.855326398641,0.0240822879424,22142,14.8818986541,-0.360135979745,0.131997315813
203,2015-07-23,0.851611707731,0.0450450077536,41825,14.4532695756,1.11410204697,-0.00764229431659
344,2015-12-11,0.851204423645,0.0448737759043,38636,14.2809814681,0.87524897238,-0.0637706471832
156,2015-06-06,0.848855926955,-0.0104416445664,26079,17.7662487059,-0.0652584147809,1.07166645371
7,2015-01-08,0.843051669679,0.0142673396797,8674,9.53919760203,-1.36887640264,-1.60855816521
160,2015-06-10,0.839384169239,-0.0799665344925,38992,14.163059089,0.901913034642,-0.10218762787
253,2015-09-11,0.836407239612,0.0733716851222,47200,15.1419067797,1.5166844477,0.216703265775
100,2015-04-11,0.833490237082,0.052518177683,18435,16.113913751,-0.63778676291,0.53336557667
202,2015-07-22,0.832807887354,0.0044616100179,42199,14.4039906159,1.14211429216,-0.0236964891153
111,2015-04-22,0.832213088211,0.0418029604874,21766,12.5354222181,-0.388298023033,-0.632442315364
121,2015-05-02,0.831519611328,0.0425205619608,25487,19.0380586181,-0.10959865315,1.48599914649
246,2015-09-04,0.828649192661,0.0426546686443,39604,14.6111756388,0.947751254037,0.0438006483314
48,2015-02-18,0.824526974322,0.0851964634087,9091,10.3953360466,-1.33764349825,-1.32964372703
153,2015-06-03,0.820354622127,0.0405223786598,34203,13.450282139,0.543221477972,-0.334397481098
213,2015-08-02,0.817556509965,0.0400448012297,31323,18.8326150113,0.327512210231,1.41906933096
287,2015-10-15,0.809808766833,-0.00711191651372,48321,15.436518284,1.60064628421,0.312682371401
196,2015-07-16,0.806503327053,0.0999017917355,41994,15.1786445683,1.12675998664,0.228671773596
112,2015-04-23,0.806268200612,0.112647024312,21829,12.3268129552,-0.383579382802,-0.70040344446
125,2015-05-06,0.784631512607,0.0495910679244,30020,13.7514656895,0.229918746388,-0.236277321541
290,2015-10-18,0.780082130758,0.0404451363319,23619,16.2413311317,-0.249510080976,0.574875857367
222,2015-08-11,0.76391613961,-0.0108242610656,24802,16.7681235384,-0.16090450329,0.74649530639
108,2015-04-19,0.757750882952,0.0937409647691,21235,17.8292912644,-0.428069419273,1.09220458036
265,2015-09-23,0.752183653595,0.0554065261311,47882,17.1337872269,1.56776560069,0.86562192999
193,2015-07-13,0.74342830377,0.105311177666,38119,14.6369002335,0.836526162859,0.052181256527
51,2015-02-21,0.742060852945,0.0587841234713,3123,9.45052833814,-1.7846410364,-1.63744500947
68,2015-03-10,0.741953996702,0.0121294301447,11669,11.666638101,-1.144553744,-0.915476485205
145,2015-05-26,0.739607706377,0.00636730469299,35504,14.4290502479,0.640665143712,-0.0155325137499
175,2015-06-25,0.727560338569,0.0851982576714,39323,13.877654299,0.926704620622,-0.195167352312
180,2015-06-30,0.719574081391,0.0123734282826,37791,14.0675822286,0.811959274032,-0.133292264117
304,2015-11-01,0.718409097901,0.101499521608,30228,17.8032949583,0.245497749058,1.08373545348
15,2015-01-16,0.713013684499,0.0387381341473,13702,10.0245219676,-0.992283972708,-1.45044825482
195,2015-07-15,0.71101567814,0.0950462001593,34652,13.9979799146,0.576851152005,-0.155967440574
157,2015-06-07,0.709378238774,0.0952949341772,30483,18.7838467342,0.26459700714,1.40318150734
300,2015-10-28,0.705221787178,0.000826076629703,20505,13.2410631553,-0.482745726721,-0.402557246206
14,2015-01-15,0.700304428388,0.0329874169624,13903,10.1744227864,-0.977229263397,-1.40161327616
25,2015-01-26,0.69803507373,0.0931135650597,4088,10.7152641879,-1.7123634519,-1.22541691847
37,2015-02-07,0.694516837599,0.0471838776563,6734,11.0319275319,-1.51418056216,-1.12225372185
141,2015-05-22,0.694264467874,0.0119057095835,31583,14.8495393091,0.346985963569,0.121455225813
210,2015-07-30,0.6923411992,0.0374723735846,30872,13.0698043535,0.293732738095,-0.458350269876
249,2015-09-07,0.687451255671,0.0508468454737,33350,19.4646776612,0.479332587214,1.62498392337
232,2015-08-21,0.685656617494,-0.000906509518147,37643,14.040352788,0.80087421444,-0.142163123914
87,2015-03-29,0.68523431265,0.0871537033007,9672,13.8946443342,-1.29412714944,-0.189632305804
54,2015-02-24,0.684847644302,0.0699587204841,7335,10.3351056578,-1.46916623233,-1.34926569959
117,2015-04-28,0.678590380053,-0.00604317534402,29507,14.2173043685,0.191495533072,-0.0845154958381
58,2015-02-28,0.677616087149,-0.0369555954943,6254,10.4253277902,-1.55013210678,-1.31987295881
93,2015-04-04,0.677610052768,0.101361681432,14183,14.6985828104,-0.956257529033,0.0722763257265
94,2015-04-05,0.674148178909,0.0887409496642,13624,16.9202143277,-0.998126098709,0.796043737834
57,2015-02-27,0.673294162322,0.0382830428075,9783,10.5840744148,-1.28581335475,-1.26815617645
317,2015-11-14,0.670390278178,-0.00543224232789,24969,16.3050983219,-0.148396361723,0.595650055911
40,2015-02-10,0.669872297515,0.0436832050462,10246,10.2217450712,-1.251135094,-1.3861965307
221,2015-08-10,0.662092673444,0.0490224937875,39498,18.254823029,0.9398119546,1.23083514157
275,2015-10-03,0.661793522523,0.00505809609123,16327,17.2798432045,-0.795673963048,0.913204328822
245,2015-09-03,0.658197524453,0.0402953152428,42451,13.5531554027,1.16098885309,-0.300883230301
116,2015-04-27,0.65793331464,-0.00487579514786,25241,12.7515946278,-0.128023819769,-0.562017249692
229,2015-08-18,0.653154327487,-0.00698723188132,39525,13.7446426312,0.941834228985,-0.238500150668
24,2015-01-25,0.652707839532,0.0754382587949,9240,11.6882034632,-1.3264835396,-0.908450879785
264,2015-09-22,0.643788765138,0.00525855983502,48185,15.558368787,1.59046001323,0.352379063912
107,2015-04-18,0.643689378096,0.0371101425458,27907,19.5361378866,0.0716570509936,1.64826437379
149,2015-05-30,0.642797703746,0.0505117365731,30822,18.443254818,0.28998778553,1.29222281419
325,2015-11-22,0.642769365789,0.0214218564795,23018,15.5951429316,-0.294524410807,0.364359415875
99,2015-04-10,0.638356622273,0.102095431882,16114,11.9623308924,-0.811627460975,-0.819145115768
34,2015-02-04,0.638060061911,0.0443806619094,8900,11.2193258427,-1.35194921705,-1.06120273776
299,2015-10-27,0.63461164858,-0.0786220924456,44044,14.3869766597,1.2803030418,-0.0292393286654
122,2015-05-03,0.619319111003,0.11284651565,27432,19.8650116652,0.0360800016265,1.75540550941
179,2015-06-29,0.610218397926,0.0417653565143,37698,14.8895697384,0.804993662262,0.134496416494
130,2015-05-11,0.609011525065,0.0108198006326,32083,14.785649721,0.384435489218,0.10064115225
228,2015-08-17,0.602307525649,0.0467949114866,37123,13.7628963176,0.761926707765,-0.232553429411
260,2015-09-18,0.601504516208,-0.0226324904606,49866,17.3743031324,1.71636531847,0.943977666805
44,2015-02-14,0.599991868145,0.0619785256534,4563,10.0357221126,-1.67678640253,-1.44679944991
174,2015-06-24,0.599716862449,0.0416699983148,40717,14.2612176732,1.03111389813,-0.0702093344917
52,2015-02-22,0.592168230314,0.0187554499285,4234,11.5625885687,-1.70142819041,-0.949373943034
240,2015-08-29,0.590180757545,0.05713873683,34081,18.7734808251,0.534083793713,1.39980448141
190,2015-07-10,0.588940046969,0.0156093323666,38220,15.5842752486,0.84409096704,0.360818921071
144,2015-05-25,0.586140173923,0.0455311399634,27910,19.7500537442,0.0718817481475,1.71795429558
71,2015-03-13,0.585690758558,0.0579424964233,15957,11.3274425017,-0.823386612029,-1.02598028349
42,2015-02-12,0.580706668612,0.00621264075123,11149,10.4076598798,-1.18350125067,-1.32562884483
154,2015-06-04,0.57750384688,0.00974635734585,32431,12.7932533687,0.41050035907,-0.548445584517
75,2015-03-17,0.574942350144,0.0457160857732,14687,11.4040988629,-0.918508407179,-1.00100702589
206,2015-07-26,0.573566459099,0.00268708670373,30251,17.8342864699,0.247220427238,1.09383192805
331,2015-11-28,0.571152178234,0.0399863612036,15606,17.7443931821,-0.849676179035,1.06454631892
315,2015-11-12,0.570848060793,0.0126760995416,36862,13.000515436,0.742378055376,-0.48092334742
124,2015-05-05,0.570715347049,0.0401609855471,32686,14.5075567521,0.429599617151,0.0100434870341
104,2015-04-15,0.569415624148,0.0520318928012,27321,13.7244244354,0.0277662069324,-0.245086873605
358,2015-12-25,0.564506014683,0.0715632441999,12188,30.3199048244,-1.10568113637,5.16142082156
241,2015-08-30,0.558265211418,0.103096645001,32587,17.3262037009,0.422184611073,0.928307740981
182,2015-07-02,0.555100540292,-0.00304023831507,35237,14.055680109,0.620667097015,-0.137169759657
38,2015-02-08,0.552505328595,0.0434794181143,6585,10.7350037965,-1.5253405208,-1.2189861106
259,2015-09-17,0.550064689883,0.0146437221489,50284,16.443580463,1.74767312191,0.640765035634
64,2015-03-06,0.548757083159,0.0680800699223,5073,11.9769367238,-1.63858788637,-0.814386799755
234,2015-08-23,0.545750105895,-0.0154693218104,32751,17.8911788953,0.434468055486,1.11236645243
191,2015-07-11,0.53035518757,0.0373134650982,31417,17.9134544992,0.334552721053,1.11962344173
159,2015-06-09,0.529671244312,-0.0896630616242,35112,13.3624686717,0.611304715603,-0.363005522302
286,2015-10-14,0.529075354104,-0.0786426379931,49506,15.1627277502,1.68940166,0.223486361814
84,2015-03-26,0.528673169558,0.0298878775949,14823,11.4434325035,-0.908322136202,-0.988192836387
10,2015-01-11,0.525701790809,0.0812269132236,7371,10.0047483381,-1.46646986648,-1.45689014608
199,2015-07-19,0.525255170985,-0.00853597028224,28245,18.589945123,0.0969729303326,1.34001186545
133,2015-05-14,0.523625646559,0.0380471917035,40418,16.0943144144,1.00871908179,0.526980466874
242,2015-08-31,0.518970739226,-0.0522895379498,39736,13.7775317093,0.957637928809,-0.227785483221
279,2015-10-07,0.518931524689,0.0603787473004,49687,15.6835993318,1.70295838828,0.393176912997
74,2015-03-16,0.518796203905,-0.0689448221649,16608,11.5099349711,-0.774627329633,-0.966527533897
194,2015-07-14,0.518662694555,0.0572029885185,35449,13.6733617309,0.63654569589,-0.26172218022
313,2015-11-10,0.517922567965,0.0214390637217,21328,12.6671511628,-0.421103807502,-0.589527405024
282,2015-10-10,0.516874029164,-0.0698317652413,38947,22.2458469202,0.898542577334,2.53103862308
262,2015-09-20,0.515941525063,0.112587978206,40023,21.1749244185,0.979133956532,2.18215141941
78,2015-03-20,0.514088290624,0.0576297214387,7956,10.7132981398,-1.42265392147,-1.22605742143
201,2015-07-21,0.51128314243,0.0852289575409,38161,14.0863709022,0.839671923013,-0.127171253677
306,2015-11-03,0.505194090075,-0.0396017166161,48845,15.6498310984,1.63989338709,0.382175832601
231,2015-08-20,0.504387893902,0.0496941314919,38938,13.8296265859,0.897868485872,-0.210813913585
185,2015-07-05,0.499399277731,0.0521833244838,25657,19.6651985813,-0.0968658144291,1.69031001651
76,2015-03-18,0.496544302214,0.0589177954632,13685,10.9548410669,-0.99355725658,-1.14736709952
342,2015-12-09,0.496378103267,-0.0353591944303,34904,12.742436397,0.595725712932,-0.565000835837
96,2015-04-07,0.494370545222,0.022148017569,16059,11.3089856155,-0.815746908796,-1.03199320357
29,2015-01-30,0.49022192832,-0.00983140579901,8949,10.4402726562,-1.34827916353,-1.31500419148
36,2015-02-06,0.486017496107,0.0758833600417,8489,10.2205206738,-1.38273272713,-1.38659541727
129,2015-05-10,0.485968928927,-0.024435342796,26324,19.0940206656,-0.0469081472127,1.50423057052
235,2015-08-24,0.478354002513,0.0411731452334,38645,14.1232242205,0.875923063842,-0.115165108391
189,2015-07-09,0.477987411762,0.082619042551,31685,13.9078112672,0.354625666801,-0.185342756907
326,2015-11-23,0.477364194985,0.0225074106419,29765,12.7143625063,0.210819488307,-0.574146802234
263,2015-09-21,0.476546463498,-0.0784910337262,46720,16.2618578767,1.48073290308,0.581563100049
82,2015-03-24,0.474751585041,0.0186091959766,15999,10.9387461716,-0.820240851874,-1.15261052561
142,2015-05-23,0.472363213421,0.0918285236638,23673,19.6076120475,-0.245465532206,1.67154936416
4,2015-01-05,0.471951529024,0.0107933642996,14332,10.2452553726,-0.94509757039,-1.37853729926
302,2015-10-30,0.471608913648,0.0330385068533,44039,15.6004450601,1.27992854655,0.366086753532
225,2015-08-14,0.468625923644,0.113776945682,39599,14.6403697063,0.947376758781,0.053311548094
67,2015-03-09,0.467239761605,0.0414616515874,14728,12.2664312873,-0.915437546075,-0.720074701
343,2015-12-10,0.464202188859,0.0882910924106,38697,14.044706308,0.879817814509,-0.140744825767
6,2015-01-07,0.463675058443,0.0353902399283,9535,9.4235972732,-1.30438831947,-1.64621866389
207,2015-07-27,0.459670296409,0.0211009548591,38420,14.0701978136,0.859070777299,-0.132440153756
21,2015-01-22,0.453575792891,0.00318393062136,15692,10.2830741779,-0.843234860623,-1.36621661573
161,2015-06-11,0.446293923529,-0.0191364625251,37051,13.7192788319,0.756533976071,-0.246763218276
320,2015-11-17,0.436583031074,0.0970465065821,38488,13.18395344,0.864163912788,-0.421162559699
254,2015-09-12,0.43534722513,-0.0174256618488,33337,18.405645379,0.478358899547,1.27997033842
148,2015-05-29,0.4341281112,0.015614634002,37429,14.5479173903,0.784845817462,0.0231922537785
66,2015-03-08,0.429730895706,0.0484215653322,7822,13.3189721299,-1.43269039435,-0.377175909805
359,2015-12-26,0.429418959558,0.0490219758944,13709,19.9878182216,-0.991759679349,1.79541366685
85,2015-03-27,0.42886712511,0.105923329964,13941,11.2034287354,-0.974383099448,-1.06638172812
205,2015-07-25,0.427842545076,-0.0243711941469,31369,19.0721731646,0.330957566591,1.49711304941
119,2015-04-30,0.42652929045,0.0295507356037,28950,13.6511571675,0.149776761498,-0.268956025829
80,2015-03-22,0.425656968107,0.108963858648,9539,12.1446692525,-1.30408872327,-0.759742572174
364,2015-12-31,0.424056081962,0.0295032255285,20052,16.57395771,-0.51667499696,0.683239587293
327,2015-11-24,0.423955753752,0.048537787741,31784,12.4361313869,0.36204067288,-0.664789474396
123,2015-05-04,0.423453775005,0.0684057507892,31807,15.8412613576,0.363763351059,0.444540352648
251,2015-09-09,0.421748385336,0.0582485202734,43598,13.2638423781,1.24689806493,-0.395136186961
341,2015-12-08,0.420548437085,0.0409696626027,35180,13.1006822058,0.616397851091,-0.448290823426
250,2015-09-08,0.418582166854,0.0222456004787,42364,14.0679822491,1.15447263562,-0.133161944663
138,2015-05-19,0.418323755648,0.0931771409274,33588,13.6627664642,0.497158561423,-0.265173926704
346,2015-12-13,0.418224765785,0.0933472798605,31621,18.9400714715,0.349832127518,1.45407670436
220,2015-08-09,0.417761824168,0.0732402624407,32395,22.8885630499,0.407803993223,2.74042392675
12,2015-01-13,0.415974095078,0.0251655415464,12633,9.93113274757,-1.07235105855,-1.48087277553
295,2015-10-23,0.41566175329,0.0500087871331,44268,15.9021415018,1.2970804293,0.464374003761
215,2015-08-04,0.401480117612,-0.0920980481807,40408,13.8719560483,1.00797009128,-0.197023739446
362,2015-12-29,0.40143462414,0.0378685015312,13163,11.7700372256,-1.03265456136,-0.881790918427
303,2015-10-31,0.400787283989,0.0477381167856,31405,18.5831237064,0.333653932437,1.33778957115
236,2015-08-25,0.398786553139,0.108301610687,41269,14.1663960842,1.07245817445,-0.101100495125
97,2015-04-08,0.398162461595,-0.000602812087818,17641,11.3876764356,-0.697256609642,-1.00635715604
208,2015-07-28,0.397355539426,0.0692715226531,40069,13.6452369662,0.982579312891,-0.270884720456
162,2015-06-12,0.393928890329,0.0496221687163,34786,14.0117288564,0.586887624879,-0.151488283706
41,2015-02-11,0.392408003394,0.045919180972,11328,10.4155190678,-1.17009432049,-1.32306846337
132,2015-05-13,0.392168982918,-0.0341295513162,33103,13.9166842884,0.460832521543,-0.182452086877
318,2015-11-15,0.388636766985,0.0153421843058,25666,17.3786721733,-0.0961917229674,0.945401021402
238,2015-08-27,0.387093924421,0.0235397738801,42782,13.8668832687,1.18578043907,-0.198676359408
164,2015-06-14,0.386326773188,0.0261291379279,27892,18.5287179119,0.0705335652241,1.32006514621
321,2015-11-18,0.38359724948,0.0419207097704,41050,13.4163702801,1.05605528222,-0.345445352056
230,2015-08-19,0.381869414058,0.0290042236627,40340,14.0225582548,1.00287695579,-0.147960261353
168,2015-06-18,0.380952074339,0.0661036199219,35133,12.744399852,0.61287759568,-0.564361177665
81,2015-03-23,0.379400948461,0.0519326506668,13394,10.4315365089,-1.01535288051,-1.31785027043
291,2015-10-19,0.376730734895,0.0877598692276,36130,14.4530307224,0.687551949825,-0.00772010838095
69,2015-03-11,0.374933458204,0.0449327799571,19361,13.0325912918,-0.568430241407,-0.470473613079
77,2015-03-19,0.373711567642,0.0815957484544,15257,11.5209412073,-0.875815947938,-0.962941900977
319,2015-11-16,0.373546643885,0.108211851726,40469,14.6506214633,1.01253893341,0.0566513853272
289,2015-10-17,0.373018615021,0.0150735825309,31477,18.9674047717,0.339046664131,1.46298139977
187,2015-07-07,0.371178632545,-0.00704975756607,36501,13.8744965891,0.715339497857,-0.196196077142
28,2015-01-29,0.369234413454,-0.0526773941894,8794,12.1325904025,-1.35988851648,-0.763677643285
18,2015-01-19,0.364982867134,0.085089446233,10546,11.1964725962,-1.22866537861,-1.06864791258
296,2015-10-24,0.362532402919,-0.0991909496063,31359,17.9613189196,0.330208576078,1.13521680519
140,2015-05-21,0.362142231605,0.075676975496,30884,12.8919181453,0.294631526711,-0.516302382779
135,2015-05-16,0.36111503124,0.0299287463316,23647,18.2130079926,-0.24741290754,1.21721255812
355,2015-12-22,0.359769481333,0.0649363908841,22673,12.5738543642,-0.320364583505,-0.619921816489
26,2015-01-27,0.359011501845,0.108380988939,1204,15.5689368771,-1.92837231584,0.355821956746
17,2015-01-18,0.358863295142,-0.0542108795027,1761,11.7728563316,-1.88665354427,-0.880872504599
352,2015-12-19,0.358375723247,0.0254108592016,17471,13.544731269,-0.709989448362,-0.303627660882
110,2015-04-21,0.35447672661,0.0515747927614,24616,13.4343516412,-0.174835726831,-0.339587349474
183,2015-07-03,0.353937803493,0.041389683777,26652,18.130721897,-0.0223412583866,1.19040523479
101,2015-04-12,0.351303400806,-0.110661693978,19746,18.1033627064,-0.539594106657,1.18149210475
169,2015-06-19,0.349762149248,0.0295036050562,37058,14.2978034433,0.75705826943,-0.0582903515736
223,2015-08-12,0.348920212811,0.0148188878736,42606,17.5060085434,1.17259820604,0.986884910307
22,2015-01-23,0.346832823711,-0.00434544565378,15539,10.284896068,-0.854694415472,-1.36562307687
73,2015-03-15,0.340002341334,-0.0681128722015,8703,11.7747903022,-1.36670433015,-0.880242451928
5,2015-01-06,0.339044289103,0.00807712026409,8651,10.1810195353,-1.37059908082,-1.39946417456
114,2015-04-25,0.334655172777,0.0457324649,20819,17.6303376723,-0.459227424613,1.02738909437
106,2015-04-17,0.330294855678,0.0418369566749,23954,14.0357769057,-0.224418898791,-0.143653863699
86,2015-03-28,0.328276448278,-0.0395107920398,1078,12.487012987,-1.93780959631,-0.648213168299
247,2015-09-05,0.328160356034,0.108728259387,33677,19.5886510081,0.503824576989,1.66537220009
337,2015-12-04,0.325244782316,-0.169725637446,34277,13.6295183359,0.548764007768,-0.276005566241
147,2015-05-28,0.325144742897,0.0463617113777,35624,13.6002975522,0.649653029868,-0.285525169665
113,2015-04-24,0.324107064442,0.104551244601,20708,13.03370678,-0.467541219308,-0.470110207171
204,2015-07-24,0.319926235762,0.02888296577,39977,14.5277284439,0.975688600172,0.0166150597756
120,2015-05-01,0.304345455739,0.0414662134069,27633,13.4474722252,0.0511347109376,-0.335312900235
8,2015-01-09,0.301890953588,0.0128111186355,7850,10.2150318471,-1.43059322091,-1.38838357784
323,2015-11-20,0.301727482856,0.112083234074,37784,14.9299174254,0.811434980673,0.147640963966
35,2015-02-05,0.299602354648,0.110300042558,9116,9.9889205792,-1.33577102197,-1.46204654398
216,2015-08-05,0.296167912394,0.0317516400207,40723,13.9676841097,1.03156329244,-0.165837266471
353,2015-12-20,0.295865249582,-0.0225532930822,16748,14.2229519943,-0.764141462452,-0.0826756013788
212,2015-08-01,0.29074958991,-0.0104328793112,34890,19.6295500143,0.594677126214,1.67869635743
211,2015-07-31,0.287962684681,-0.0686626138424,38244,14.6083307185,0.845888544271,0.0428738247007
45,2015-02-15,0.285411189582,0.0197880276237,2542,9.13453973249,-1.8281573852,-1.74038838851
350,2015-12-17,0.28533031894,0.103478321567,21694,12.3115608002,-0.393690754727,-0.705372321019
305,2015-11-02,0.284052502888,-0.0944587398172,44095,15.1835128699,1.28412289342,0.230257778328
274,2015-10-02,0.279977601212,0.00198215613657,9297,15.9855867484,-1.32221429368,0.49155895759
